,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,24627,30,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-27.0,,0.0,2290.695,0.0,0.6,1.0,0.6,0.0,0.4,1.0,0.4,False,,5b993923a3644900015d8f11,,881906,30,,evan-feature22,full_pf_b,,0
1,24628,31,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-28.0,,-1.0,2044.57,1.0,0.608053294,1.0,0.63424552,0.0,0.397152172,0.0,0.347069101,False,,5b993923a3644900015d8f11,,893737,31,,evan-feature22,full_pf_b,,1
2,24629,32,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-29.0,,0.0,1530.295,0.0,0.642237155,0.0,0.648566321,0.0,0.389407674,0.0,0.285525717,False,,5b993923a3644900015d8f11,,905032,32,,evan-feature22,full_pf_b,,1
3,24630,33,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-30.0,,0.0,1336.36,0.0,0.661086576,0.0,0.630492543,0.0,0.399058924,0.0,0.25,False,,5b993923a3644900015d8f11,,916134,33,,evan-feature22,full_pf_b,,0
4,24631,34,,,,SLOW,SLOW,,,0.0,1.0,,0.0-31.0,,-3.0,,1.0,0.631324137,1.0,0.6269842929999999,1.0,0.38734784299999997,0.0,0.25,False,,5b993923a3644900015d8f11,,921943,34,,evan-feature22,full_pf_b,,1
5,24632,35,,,,1,1,1.0,1.0,0.0,1.0,,0.0-32.0,,1.0,1262.16,1.0,0.6381991370000001,1.0,0.68987999,1.0,0.384107265,0.0,0.271332943,False,,5b993923a3644900015d8f11,,932993,35,,evan-feature22,full_pf_b,,1
6,24633,36,,,,2,2,1.0,1.0,-1.0,0.0,,0.0-33.0,,-1.0,1176.17,1.0,0.66034901,1.0,0.742641349,1.0,0.360225629,1.0,0.25,False,,5b993923a3644900015d8f11,,943955,36,,evan-feature22,full_pf_b,,1
7,24634,37,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-34.0,,-1.0,2001.135,1.0,0.638612418,1.0,0.75,0.0,0.367273939,1.0,0.25,False,,5b993923a3644900015d8f11,,955730,37,,evan-feature22,full_pf_b,,1
8,24635,38,,,,2,2,0.0,0.0,0.0,1.0,,0.0-35.0,,0.0,1798.61,1.0,0.624340629,1.0,0.75,0.0,0.425829545,0.0,0.25,False,,5b993923a3644900015d8f11,,967312,38,,evan-feature22,full_pf_b,,1
9,24636,39,,,,1,1,1.0,1.0,0.0,1.0,,0.0-36.0,,1.0,2962.445,1.0,0.621999804,1.0,0.75,0.0,0.368609357,0.0,0.25,False,,5b993923a3644900015d8f11,,980076,39,,evan-feature22,full_pf_b,,1
10,24637,40,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-37.0,,0.0,1919.205,1.0,0.62666403,1.0,0.75,0.0,0.311151498,1.0,0.25,False,,5b993923a3644900015d8f11,,991795,40,,evan-feature22,full_pf_b,,1
11,24638,41,,,,2,2,1.0,0.0,0.0,1.0,,0.0-38.0,,0.0,944.91,1.0,0.6819650009999999,1.0,0.75,1.0,0.310763048,0.0,0.25,False,,5b993923a3644900015d8f11,,1002545,41,,evan-feature22,full_pf_b,,0
12,24639,42,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-39.0,,0.0,2669.465,1.0,0.740626951,1.0,0.75,0.0,0.25,1.0,0.25,False,,5b993923a3644900015d8f11,,1014982,42,,evan-feature22,full_pf_b,,0
13,24640,43,,,,1,1,0.0,1.0,-1.0,0.0,,0.0-40.0,,0.0,1472.61,0.0,0.739599242,1.0,0.742034978,0.0,0.25397114600000004,1.0,0.25,False,,5b993923a3644900015d8f11,,1026253,43,,evan-feature22,full_pf_b,,1
14,24641,44,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-41.0,,0.0,2292.74,1.0,0.732341315,1.0,0.72735643,0.0,0.25,1.0,0.25,False,,5b993923a3644900015d8f11,,1038321,44,,evan-feature22,full_pf_b,,1
15,24642,45,,,,1,1,1.0,0.0,-1.0,0.0,,0.0-42.0,,-1.0,559.585,1.0,0.7062287770000001,0.0,0.75,0.0,0.29002151,1.0,0.288256649,False,,5b993923a3644900015d8f11,,1048657,45,,evan-feature22,full_pf_b,,1
16,24643,46,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-43.0,,0.0,738.02,1.0,0.7086029209999999,1.0,0.75,0.0,0.274129113,0.0,0.262851608,False,,5b993923a3644900015d8f11,,1059188,46,,evan-feature22,full_pf_b,,1
