,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,39542,30,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-27.0,,0.0,2231.0,1.0,0.6,1.0,0.6,1.0,0.4,0.0,0.4,False,,5c31167d1a964b0001ffcce5,,1011472,30,,evan-feature22,full_pf_a,,0
1,39543,31,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-28.0,,-1.0,1918.0,0.0,0.608053294,1.0,0.63424552,0.0,0.397152172,1.0,0.347069101,False,,5c31167d1a964b0001ffcce5,,1023221,31,,evan-feature22,full_pf_a,,0
2,39544,32,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-29.0,,0.0,1495.0,0.0,0.642237155,1.0,0.648566321,1.0,0.389407674,0.0,0.285525717,False,,5c31167d1a964b0001ffcce5,,1034581,32,,evan-feature22,full_pf_a,,0
3,39545,33,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-30.0,,0.0,1020.0,1.0,0.661086576,1.0,0.630492543,0.0,0.399058924,0.0,0.25,False,,5c31167d1a964b0001ffcce5,,1045441,33,,evan-feature22,full_pf_a,,0
4,39546,34,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-31.0,,-1.0,1052.0,0.0,0.631324137,1.0,0.6269842929999999,0.0,0.38734784299999997,0.0,0.25,False,,5c31167d1a964b0001ffcce5,,1056361,34,,evan-feature22,full_pf_a,,1
5,39547,35,,,,2,2,1.0,1.0,0.0,-1.0,,0.0-32.0,,-1.0,1125.0,1.0,0.6381991370000001,0.0,0.68987999,1.0,0.384107265,1.0,0.271332943,False,,5c31167d1a964b0001ffcce5,,1067332,35,,evan-feature22,full_pf_a,,1
6,39548,36,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-33.0,,0.0,649.0,1.0,0.66034901,1.0,0.742641349,1.0,0.360225629,0.0,0.25,False,,5c31167d1a964b0001ffcce5,,1077852,36,,evan-feature22,full_pf_a,,0
7,39549,37,,,,2,2,0.0,0.0,1.0,0.0,,0.0-34.0,,0.0,2658.0,1.0,0.638612418,1.0,0.75,0.0,0.367273939,0.0,0.25,False,,5c31167d1a964b0001ffcce5,,1090351,37,,evan-feature22,full_pf_a,,0
8,39550,38,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-35.0,,0.0,3135.0,0.0,0.624340629,0.0,0.75,1.0,0.425829545,0.0,0.25,False,,5c31167d1a964b0001ffcce5,,1103351,38,,evan-feature22,full_pf_a,,1
9,39551,39,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-36.0,,-1.0,2038.0,0.0,0.621999804,1.0,0.75,0.0,0.368609357,0.0,0.25,False,,5c31167d1a964b0001ffcce5,,1115232,39,,evan-feature22,full_pf_a,,0
