,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,30702,30,,,,1,1,0.0,1.0,-1.0,0.0,,0.0-27.0,,0.0,755.945,0.0,0.6,1.0,0.6,0.0,0.4,0.0,0.4,False,,5cc6f89fee8e8d0001bc6822,,764461,30,,evan-feature22,full_pf_b,,0
1,30703,31,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-28.0,,0.0,344.94,1.0,0.608053294,0.0,0.63424552,0.0,0.397152172,0.0,0.347069101,False,,5cc6f89fee8e8d0001bc6822,,774647,31,,evan-feature22,full_pf_b,,1
2,30704,32,,,,2,2,1.0,1.0,-1.0,0.0,,0.0-29.0,,-1.0,1294.37,0.0,0.642237155,1.0,0.648566321,1.0,0.389407674,1.0,0.285525717,False,,5cc6f89fee8e8d0001bc6822,,785782,32,,evan-feature22,full_pf_b,,0
3,30705,33,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-30.0,,-1.0,3901.29,1.0,0.661086576,1.0,0.630492543,0.0,0.399058924,0.0,0.25,False,,5cc6f89fee8e8d0001bc6822,,799504,33,,evan-feature22,full_pf_b,,1
4,30706,34,,,,1,1,1.0,1.0,0.0,1.0,,0.0-31.0,,1.0,931.67,1.0,0.631324137,1.0,0.6269842929999999,0.0,0.38734784299999997,1.0,0.25,False,,5cc6f89fee8e8d0001bc6822,,810263,34,,evan-feature22,full_pf_b,,0
5,30707,35,,,,1,1,1.0,0.0,0.0,1.0,,0.0-32.0,,0.0,423.24,1.0,0.6381991370000001,0.0,0.68987999,0.0,0.384107265,0.0,0.271332943,False,,5cc6f89fee8e8d0001bc6822,,820538,35,,evan-feature22,full_pf_b,,0
6,30708,36,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-33.0,,-1.0,633.615,1.0,0.66034901,1.0,0.742641349,0.0,0.360225629,0.0,0.25,False,,5cc6f89fee8e8d0001bc6822,,830990,36,,evan-feature22,full_pf_b,,0
7,30709,37,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-34.0,,-1.0,1886.81,1.0,0.638612418,1.0,0.75,0.0,0.367273939,0.0,0.25,False,,5cc6f89fee8e8d0001bc6822,,842685,37,,evan-feature22,full_pf_b,,0
8,30710,38,,,,2,2,1.0,0.0,0.0,1.0,,0.0-35.0,,0.0,729.225,0.0,0.624340629,0.0,0.75,1.0,0.425829545,0.0,0.25,False,,5cc6f89fee8e8d0001bc6822,,853219,38,,evan-feature22,full_pf_b,,1
9,30711,39,,,,2,2,0.0,0.0,0.0,1.0,,0.0-36.0,,0.0,519.615,1.0,0.621999804,1.0,0.75,0.0,0.368609357,0.0,0.25,False,,5cc6f89fee8e8d0001bc6822,,863541,39,,evan-feature22,full_pf_b,,0
