,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,view_history,switching
0,1940,29,,,,2,2,1.0,1.0,0.0,-1.0,,0.0-26.0,,-1.0,1683.44,0.0,0.6,1.0,0.4,1.0,0.4,1.0,0.6,False,,5f22bcd1a4bddc0322f5eef8,,630486,29,,evan-feature22,,0
1,1941,30,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-27.0,,0.0,2449.69,1.0,0.625928423,0.0,0.395903568,0.0,0.416361855,1.0,0.636279196,False,,5f22bcd1a4bddc0322f5eef8,,642721,30,,evan-feature22,,1
2,1942,31,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-28.0,,-1.0,2685.315,0.0,0.632185889,1.0,0.37940999700000005,1.0,0.510461374,1.0,0.636053735,False,,5f22bcd1a4bddc0322f5eef8,,655184,31,,evan-feature22,,0
3,1943,32,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-29.0,,0.0,1332.335,0.0,0.650098956,1.0,0.437690015,1.0,0.513165207,0.0,0.594219782,False,,5f22bcd1a4bddc0322f5eef8,,666301,32,,evan-feature22,,1
4,1944,33,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-30.0,,-1.0,3390.77,1.0,0.718427004,1.0,0.461759895,0.0,0.466591374,1.0,0.557006706,False,,5f22bcd1a4bddc0322f5eef8,,679473,33,,evan-feature22,,0
5,1945,34,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-31.0,,0.0,1354.225,1.0,0.762929561,0.0,0.48747529100000003,1.0,0.43772942299999995,1.0,0.574463924,False,,5f22bcd1a4bddc0322f5eef8,,690603,34,,evan-feature22,,1
6,1946,35,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-32.0,,-1.0,2497.415,1.0,0.763717037,1.0,0.435099549,0.0,0.465087572,1.0,0.60565513,False,,5f22bcd1a4bddc0322f5eef8,,702886,35,,evan-feature22,,0
7,1947,36,,,,2,2,0.0,0.0,1.0,0.0,,0.0-33.0,,0.0,2113.125,1.0,0.77229152,0.0,0.364439775,0.0,0.401053115,0.0,0.658123444,False,,5f22bcd1a4bddc0322f5eef8,,714775,36,,evan-feature22,,1
8,1948,37,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-34.0,,0.0,1972.58,1.0,0.744772498,0.0,0.35348662700000005,1.0,0.357677552,1.0,0.6504213670000001,False,,5f22bcd1a4bddc0322f5eef8,,726526,37,,evan-feature22,,1
9,1949,38,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-35.0,,0.0,1733.095,0.0,0.674079628,0.0,0.34184177200000004,1.0,0.36487888399999996,1.0,0.720326902,False,,5f22bcd1a4bddc0322f5eef8,,738046,38,,evan-feature22,,0
10,1950,39,,,,2,2,0.0,1.0,1.0,0.0,,0.0-36.0,,0.0,1375.305,1.0,0.661527729,0.0,0.347257661,0.0,0.301580406,1.0,0.7572792209999999,False,,5f22bcd1a4bddc0322f5eef8,,749264,39,,evan-feature22,,1
11,1951,40,,,,1,1,0.0,0.0,1.0,0.0,,0.0-37.0,,0.0,2479.045,0.0,0.660815217,0.0,0.37948954700000004,0.0,0.266362694,1.0,0.8,False,,5f22bcd1a4bddc0322f5eef8,,761529,40,,evan-feature22,,1
