,"Q_name","button_pressed","choice_idxs","chosen_pos","chosen_state","chosen_state_f_1_outcome","chosen_state_f_2_outcome","f_1_reward","f_2_reward","incor_questions","internal_node_id","responses","reward_received","rt","s_1_f_1_outcome","s_1_f_1_prob","s_1_f_2_outcome","s_1_f_2_prob","s_2_f_1_outcome","s_2_f_1_prob","s_2_f_2_outcome","s_2_f_2_prob","safe_first","stimulus","subjectID","success","time_elapsed","trial_index","trial_num","trial_type","view_history"
175,,,,1,1,0,1,0,-1,,"0.0-177.0",,-1,571.48,0,0.312468593,1,0.8,1,0.669738485,0,0.254799584,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,1957285,175,,"evan-feature22",
176,,,,2,2,0,0,1,0,,"0.0-178.0",,0,1783.385,0,0.327451556,1,0.8,0,0.709398745,0,0.201453599,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,1968831,176,,"evan-feature22",
177,,,,1,1,0,1,1,0,,"0.0-179.0",,0,690.76,0,0.367895585,1,0.8,0,0.730120444,1,0.215433128,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,1979288,177,,"evan-feature22",
178,,,,2,2,0,0,1,0,,"0.0-180.0",,0,476.445,1,0.424226322,1,0.8,0,0.8,0,0.215904592,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,1989527,178,,"evan-feature22",
179,,,,2,2,1,1,1,0,,"0.0-181.0",,1,326.03,0,0.387639646,1,0.741064276,1,0.8,1,0.274811465,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,1999617,179,,"evan-feature22",
180,,,,2,2,1,0,1,0,,"0.0-182.0",,1,466.86,1,0.397008989,0,0.699026188,1,0.8,0,0.263811886,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2009851,180,,"evan-feature22",
181,,,,1,1,0,1,0,-1,,"0.0-183.0",,-1,360.37,0,0.391423358,1,0.663298252,1,0.8,0,0.2,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2019976,181,,"evan-feature22",
182,,,,2,2,1,0,0,-1,,"0.0-184.0",,0,1173.025,1,0.424555502,1,0.670214687,1,0.720478215,0,0.229312684,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2030912,182,,"evan-feature22",
183,,,,2,2,1,0,0,-1,,"0.0-185.0",,0,523.825,1,0.422321959,1,0.697007526,1,0.773056416,0,0.212995684,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2041200,183,,"evan-feature22",
184,,,,1,1,0,0,0,-1,,"0.0-186.0",,0,1356.885,0,0.34468955,0,0.713492603,0,0.747935676,0,0.2,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2052323,184,,"evan-feature22",
185,,,,1,1,0,0,1,0,,"0.0-187.0",,0,520.84,0,0.358154558,0,0.690058294,1,0.770945531,0,0.205267264,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2062608,185,,"evan-feature22",
186,"notice",,,,,,,,,,"0.0-188.0","{""Q0"":""No""}",,5908,,,,,,,,,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2068517,186,"Q","survey-text",
187,"track1",,"[1]",,,,,,,,"0.0-189.0","{""Q0"":""no""}",,2949,,,,,,,,,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2071468,187,"Q","evan-quiz",
188,"track2",,"[0]",,,,,,,,"0.0-190.0","{""Q0"":""yes""}",,6076,,,,,,,,,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2077545,188,"Q","evan-quiz",
189,"strat",,,,,,,,,,"0.0-191.0","{""Q0"":""Trying to determine in part 1 which side had gold the most""}",,19667,,,,,,,,,"FALSE",,"5e94fa6625f03e0bd5d1b12c",,2097214,189,"Q","survey-text",
0,,,,,,,,,,,"0.0-0.0",,,,,,,,,,,,"TRUE",,"5cac639638d61000014da640","TRUE",3778,0,,"fullscreen",
1,,0,,,,,,,,,"0.0-1.0",,,4796,,,,,,,,,"TRUE","Welcome to the task. Before starting the main task, we would like you to answer a few questionnaires.  Please try to answer as accurately as you can.","5cac639638d61000014da640",,8575,1,,"html-button-response",
2,"anx_aro",,,,,,,,,,"0.0-2.0","{""Q0"":0,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":2}",,47394,,,,,,,,,"TRUE",,"5cac639638d61000014da640",,55972,2,"Q","survey-likert",
3,"worry",,,,,,,,,,"0.0-3.0","{""Q0"":0,""Q1"":0,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":2,""Q12"":2,""Q13"":2,""Q14"":0,""Q15"":2}",,65467,,,,,,,,,"TRUE",,"5cac639638d61000014da640",,121446,3,"Q","survey-likert",
4,,,,,,,,,,,"0.0-4.0",,,109899,,,,,,,,,"TRUE",,"5cac639638d61000014da640",,231349,4,,"instructions","[{""page_index"":0,""viewing_time"":7728},{""page_index"":1,""viewing_time"":66514},{""page_index"":2,""viewing_time"":35656}]"
5,,,,2,2,0,1,1,-1,,"0.0-5.0",,-1,2222.32,1,0.6,0,0.4,0,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,239879,5,,"evan-feature22",
6,,,,2,2,1,1,1,-1,,"0.0-6.0",,0,2399.22,0,0.6,1,0.4,1,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,248583,6,,"evan-feature22",
7,,,,"SLOW","SLOW",,,1,-1,,"0.0-7.0",,-3,,1,0.6,0,0.4,0,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,254406,7,,"evan-feature22",
8,,,,2,2,0,1,1,-1,,"0.0-8.0",,-1,428.06,0,0.6,0,0.4,0,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,261137,8,,"evan-feature22",
9,,,,2,2,1,1,1,-1,,"0.0-9.0",,0,897.155,1,0.6,1,0.4,1,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,268336,9,,"evan-feature22",
10,,,,2,2,1,1,1,-1,,"0.0-10.0",,0,576.365,1,0.6,0,0.4,1,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,275222,10,,"evan-feature22",
11,,,,2,2,0,1,1,-1,,"0.0-11.0",,-1,1248.185,0,0.6,1,0.4,0,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,282788,11,,"evan-feature22",
12,,,,2,2,0,1,1,-1,,"0.0-12.0",,-1,962.53,1,0.6,1,0.4,0,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,290054,12,,"evan-feature22",
13,,,,2,2,1,1,1,-1,,"0.0-13.0",,0,767.635,1,0.6,0,0.4,1,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,297116,13,,"evan-feature22",
14,,,,2,2,0,1,1,-1,,"0.0-14.0",,-1,852.12,1,0.6,0,0.4,0,0.3,1,0.7,"TRUE",,"5cac639638d61000014da640",,304279,14,,"evan-feature22",
15,,,,,,,,,,,"0.0-15.0",,,126001,,,,,,,,,"TRUE",,"5cac639638d61000014da640",,430280,15,,"instructions","[{""page_index"":0,""viewing_time"":11789},{""page_index"":1,""viewing_time"":74086},{""page_index"":2,""viewing_time"":23999},{""page_index"":3,""viewing_time"":16126}]"
16,,,,1,1,0,0,1,0,,"0.0-16.0",,0,1121.62,0,0.6,0,0.3,1,0.3,1,0.5,"TRUE",,"5cac639638d61000014da640",,441217,16,,"evan-feature22",
17,,,,2,2,0,0,0,-1,,"0.0-17.0",,0,2183.47,1,0.6,1,0.3,0,0.3,0,0.5,"TRUE",,"5cac639638d61000014da640",,453197,17,,"evan-feature22",
18,,,,2,2,0,1,0,-1,,"0.0-18.0",,-1,2415.23,1,0.6,1,0.3,0,0.3,1,0.5,"TRUE",,"5cac639638d61000014da640",,465439,18,,"evan-feature22",
19,,,,1,1,0,1,1,0,,"0.0-19.0",,0,579.1,0,0.6,1,0.3,0,0.3,1,0.5,"TRUE",,"5cac639638d61000014da640",,475801,19,,"evan-feature22",
20,,,,1,1,0,0,1,0,,"0.0-20.0",,0,3183.29,0,0.6,0,0.3,0,0.3,1,0.5,"TRUE",,"5cac639638d61000014da640",,488799,20,,"evan-feature22",
21,,,,,,,,,,,"0.0-21.0",,,21701,,,,,,,,,"TRUE",,"5cac639638d61000014da640",,510501,21,,"instructions","[{""page_index"":0,""viewing_time"":21701}]"
22,,,"[1, 1, 0, 0]",,,,,,,,"0.0-22.0","{""Q0"":""2"",""Q1"":""The number of minerals gained minus the number of minerals lost on 5 randomly selected decisions."",""Q2"":""Yes."",""Q3"":""The number of minerals that the gold alien will provide (if positive) or take away (if negative)""}",,79683,,,,,,,,,"TRUE",,"5cac639638d61000014da640",,590191,22,,"evan-quiz",
23,,0,,,,,,,,,"0.0-25.0",,,9072,,,,,,,,,"TRUE","You passed the quiz! Great work. The task will take about 30 minutes. Press the button to begin.","5cac639638d61000014da640",,599267,23,,"html-button-response",
24,,,,2,2,0,0,1,0,,"0.0-26.0",,0,42.76500002,1,0.758395892,0,0.666783589,0,0.398933966,0,0.29433458,"TRUE",,"5cac639638d61000014da640",,609119,24,,"evan-feature22",
25,,,,2,2,1,0,1,0,,"0.0-27.0",,1,815.675,1,0.749113302,1,0.641033464,1,0.374554754,0,0.32429597,"TRUE",,"5cac639638d61000014da640",,619748,25,,"evan-feature22",
26,,,,1,1,1,1,1,0,,"0.0-28.0",,1,2271.42,1,0.769229366,1,0.673489452,0,0.389363363,0,0.408054843,"TRUE",,"5cac639638d61000014da640",,631827,26,,"evan-feature22",
27,,,,2,2,1,0,1,0,,"0.0-29.0",,1,895,1,0.794299593,1,0.705691456,1,0.452628219,0,0.42653274,"TRUE",,"5cac639638d61000014da640",,642530,27,,"evan-feature22",
28,,,,1,1,1,1,0,-1,,"0.0-30.0",,-1,3257.51,1,0.8,1,0.734276581,0,0.423370724,1,0.432069981,"TRUE",,"5cac639638d61000014da640",,655599,28,,"evan-feature22",
29,,,,2,2,0,1,0,-1,,"0.0-31.0",,-1,1104.25,0,0.77615632,1,0.671157041,0,0.457156974,1,0.464632121,"TRUE",,"5cac639638d61000014da640",,666527,29,,"evan-feature22",
30,,,,2,2,0,1,1,0,,"0.0-32.0",,0,716.305,1,0.760618163,1,0.645939761,0,0.471572527,1,0.372324295,"TRUE",,"5cac639638d61000014da640",,677052,30,,"evan-feature22",
31,,,,1,1,1,0,1,0,,"0.0-33.0",,1,856.965,1,0.747676711,0,0.596965425,0,0.461284093,0,0.348031934,"TRUE",,"5cac639638d61000014da640",,687705,31,,"evan-feature22",
32,,,,2,2,1,0,0,-1,,"0.0-34.0",,0,995.425,1,0.758959969,1,0.576201125,1,0.508614774,0,0.366452805,"TRUE",,"5cac639638d61000014da640",,698518,32,,"evan-feature22",
33,,,,1,1,1,1,0,-1,,"0.0-35.0",,-1,900.27,1,0.8,1,0.561117359,1,0.552349312,0,0.38521346,"TRUE",,"5cac639638d61000014da640",,709218,33,,"evan-feature22",
34,,,,2,2,1,1,1,0,,"0.0-36.0",,1,347.955,0,0.771310656,1,0.61964539,1,0.596823475,1,0.429321641,"TRUE",,"5cac639638d61000014da640",,719374,34,,"evan-feature22",
35,,,,2,2,1,0,0,-1,,"0.0-37.0",,0,937.51,1,0.8,0,0.626226927,1,0.60332109,0,0.378687767,"TRUE",,"5cac639638d61000014da640",,730135,35,,"evan-feature22",
36,,,,1,1,0,1,1,0,,"0.0-38.0",,0,1170.78,0,0.8,1,0.625397042,1,0.617889353,0,0.385361015,"TRUE",,"5cac639638d61000014da640",,741117,36,,"evan-feature22",
37,,,,2,2,0,0,1,0,,"0.0-39.0",,0,300.24,1,0.8,1,0.634158766,0,0.593227747,0,0.347942274,"TRUE",,"5cac639638d61000014da640",,751229,37,,"evan-feature22",
38,,,,1,1,1,0,1,0,,"0.0-40.0",,1,341.37,1,0.780131997,0,0.63264508,0,0.554391083,0,0.406807912,"TRUE",,"5cac639638d61000014da640",,761391,38,,"evan-feature22",
39,,,,1,1,0,1,1,0,,"0.0-41.0",,0,926.25,0,0.8,1,0.648202298,1,0.515718575,1,0.427451178,"TRUE",,"5cac639638d61000014da640",,772136,39,,"evan-feature22",
40,,,,2,2,1,1,1,0,,"0.0-42.0",,1,874.175,0,0.78377078,0,0.67965253,1,0.537109201,1,0.432193959,"TRUE",,"5cac639638d61000014da640",,782815,40,,"evan-feature22",
41,,,,1,1,1,1,1,0,,"0.0-43.0",,1,320.115,1,0.8,1,0.677757129,0,0.525795655,1,0.419026663,"TRUE",,"5cac639638d61000014da640",,792966,41,,"evan-feature22",
42,,,,1,1,1,0,1,0,,"0.0-44.0",,1,226.035,1,0.754949303,0,0.650138104,0,0.528431942,0,0.404639057,"TRUE",,"5cac639638d61000014da640",,803005,42,,"evan-feature22",
43,,,,2,2,0,1,0,-1,,"0.0-45.0",,-1,322.08,1,0.8,1,0.655926243,0,0.477718095,1,0.382683792,"TRUE",,"5cac639638d61000014da640",,813143,43,,"evan-feature22",
44,,,,1,1,1,1,1,0,,"0.0-46.0",,1,254.525,1,0.743293998,1,0.612656833,1,0.458332775,0,0.437340995,"TRUE",,"5cac639638d61000014da640",,823208,44,,"evan-feature22",
45,,,,2,2,1,0,1,0,,"0.0-47.0",,1,950.865,1,0.741055284,1,0.619286527,1,0.472797571,0,0.531525128,"TRUE",,"5cac639638d61000014da640",,834007,45,,"evan-feature22",
46,,,,1,1,1,1,1,0,,"0.0-48.0",,1,699.605,1,0.727897085,1,0.622832152,0,0.39601617,1,0.576213652,"TRUE",,"5cac639638d61000014da640",,844535,46,,"evan-feature22",
47,,,,2,2,1,0,0,-1,,"0.0-49.0",,0,2719.43,1,0.742532732,1,0.609740775,1,0.391742951,0,0.521061141,"TRUE",,"5cac639638d61000014da640",,857089,47,,"evan-feature22",
48,,,,2,2,0,1,0,-1,,"0.0-50.0",,-1,319.12,0,0.678330362,0,0.664637619,0,0.361203638,1,0.520299591,"TRUE",,"5cac639638d61000014da640",,867229,48,,"evan-feature22",
49,,,,1,1,0,1,0,-1,,"0.0-51.0",,-1,492.65,0,0.694249946,1,0.666792648,0,0.323890969,0,0.572468191,"TRUE",,"5cac639638d61000014da640",,877521,49,,"evan-feature22",
50,,,,2,2,0,1,1,0,,"0.0-52.0",,0,1069.2,1,0.712534733,1,0.623869494,0,0.31056222,1,0.537072927,"TRUE",,"5cac639638d61000014da640",,888409,50,,"evan-feature22",
51,,,,2,2,1,0,1,0,,"0.0-53.0",,1,1411.385,1,0.798095036,1,0.631149357,1,0.257255386,0,0.580461963,"TRUE",,"5cac639638d61000014da640",,899625,51,,"evan-feature22",
52,,,,1,1,1,1,1,0,,"0.0-54.0",,1,988.265,1,0.777435118,1,0.598930454,0,0.251420798,1,0.588308898,"TRUE",,"5cac639638d61000014da640",,910447,52,,"evan-feature22",
53,,,,2,2,0,1,1,0,,"0.0-55.0",,0,2922.35,1,0.759582808,1,0.532501002,0,0.244240244,1,0.57555856,"TRUE",,"5cac639638d61000014da640",,923197,53,,"evan-feature22",
54,,,,1,1,0,1,1,0,,"0.0-56.0",,0,229.23,0,0.731730696,1,0.507277796,0,0.281049518,1,0.563427294,"TRUE",,"5cac639638d61000014da640",,933259,54,,"evan-feature22",
55,,,,2,2,1,1,1,0,,"0.0-57.0",,1,1235.66,1,0.755387223,1,0.53317231,1,0.2,1,0.61479993,"TRUE",,"5cac639638d61000014da640",,944312,55,,"evan-feature22",
56,,,,1,1,0,1,1,0,,"0.0-58.0",,0,991.55,0,0.69513931,1,0.482219891,0,0.2,1,0.630595346,"TRUE",,"5cac639638d61000014da640",,955100,56,,"evan-feature22",
57,,,,2,2,0,0,0,-1,,"0.0-59.0",,0,2627.695,0,0.760055032,0,0.522648599,0,0.21430818,0,0.588619069,"TRUE",,"5cac639638d61000014da640",,967570,57,,"evan-feature22",
58,,,,2,2,0,0,1,0,,"0.0-60.0",,0,867.97,1,0.766163824,0,0.501297504,0,0.270138439,0,0.61055715,"TRUE",,"5cac639638d61000014da640",,978249,58,,"evan-feature22",
59,,,,2,2,1,0,1,0,,"0.0-61.0",,1,837.185,1,0.745170882,1,0.461483376,1,0.2,0,0.675926643,"TRUE",,"5cac639638d61000014da640",,988908,59,,"evan-feature22",
60,,,,2,2,1,1,1,0,,"0.0-62.0",,1,703.28,0,0.735704894,0,0.56650936,1,0.2,1,0.649759555,"TRUE",,"5cac639638d61000014da640",,999431,60,,"evan-feature22",
61,,,,1,1,0,1,1,0,,"0.0-63.0",,0,994.86,0,0.75135719,1,0.601996106,0,0.2,1,0.721739204,"TRUE",,"5cac639638d61000014da640",,1010226,61,,"evan-feature22",
62,,,,2,2,0,1,0,-1,,"0.0-64.0",,-1,394.875,1,0.8,0,0.577883646,0,0.227956694,1,0.700850404,"TRUE",,"5cac639638d61000014da640",,1020455,62,,"evan-feature22",
63,,,,1,1,0,0,1,0,,"0.0-65.0",,0,579.815,0,0.782146585,0,0.535638393,0,0.240522467,1,0.660896764,"TRUE",,"5cac639638d61000014da640",,1030866,63,,"evan-feature22",
64,,,,1,1,0,1,1,0,,"0.0-66.0",,0,829.475,0,0.695950925,1,0.51509141,0,0.33377865,1,0.634283682,"TRUE",,"5cac639638d61000014da640",,1041504,64,,"evan-feature22",
65,,,,2,2,0,1,1,0,,"0.0-67.0",,0,2234.22,1,0.726659747,1,0.483460542,0,0.402086283,1,0.581694384,"TRUE",,"5cac639638d61000014da640",,1053550,65,,"evan-feature22",
66,,,,1,1,0,0,0,-1,,"0.0-68.0",,0,445.175,0,0.705913111,0,0.537600217,0,0.448943518,1,0.595217351,"TRUE",,"5cac639638d61000014da640",,1063809,66,,"evan-feature22",
67,,,,2,2,1,1,0,-1,,"0.0-69.0",,-1,890.185,1,0.756267718,1,0.559166276,1,0.510197367,1,0.561023256,"TRUE",,"5cac639638d61000014da640",,1074529,67,,"evan-feature22",
68,,,,2,2,0,1,0,-1,,"0.0-70.0",,-1,1275.835,1,0.710907644,1,0.613388908,0,0.450785694,1,0.6265858,"TRUE",,"5cac639638d61000014da640",,1085657,68,,"evan-feature22",
69,,,,2,2,1,1,1,0,,"0.0-71.0",,1,348.16,1,0.751726306,0,0.575132706,1,0.43515056,1,0.63871568,"TRUE",,"5cac639638d61000014da640",,1095822,69,,"evan-feature22",
70,,,,1,1,0,1,1,0,,"0.0-72.0",,0,1306.915,0,0.757179437,1,0.593620551,1,0.454073093,1,0.626973291,"TRUE",,"5cac639638d61000014da640",,1106943,70,,"evan-feature22",
71,,,,2,2,1,0,1,0,,"0.0-73.0",,1,228.87,1,0.748038451,0,0.6098695,1,0.383276903,0,0.684561392,"TRUE",,"5cac639638d61000014da640",,1116979,71,,"evan-feature22",
72,,,,1,1,0,1,1,0,,"0.0-74.0",,0,87.25000001,0,0.678564593,1,0.611654848,1,0.456257338,1,0.619523947,"TRUE",,"5cac639638d61000014da640",,1126893,72,,"evan-feature22",
73,,,,2,2,1,1,1,0,,"0.0-75.0",,1,340.725,0,0.624895127,1,0.619112572,1,0.534506586,1,0.6286811,"TRUE",,"5cac639638d61000014da640",,1137041,73,,"evan-feature22",
74,,,,1,1,1,0,0,-1,,"0.0-76.0",,0,1245.77,1,0.626598995,0,0.561681832,1,0.533834553,1,0.699225106,"TRUE",,"5cac639638d61000014da640",,1148097,74,,"evan-feature22",
75,,,,1,1,0,0,0,-1,,"0.0-77.0",,0,489.855,0,0.619791351,0,0.648089067,0,0.554773755,0,0.719829837,"TRUE",,"5cac639638d61000014da640",,1158407,75,,"evan-feature22",
76,,,,2,2,0,1,1,0,,"0.0-78.0",,0,1337.415,1,0.631881247,0,0.584052341,0,0.567943017,1,0.741700023,"TRUE",,"5cac639638d61000014da640",,1169553,76,,"evan-feature22",
77,,,,2,2,1,0,0,-1,,"0.0-79.0",,0,1514.09,1,0.64968251,1,0.568222121,1,0.629368633,0,0.8,"TRUE",,"5cac639638d61000014da640",,1180893,77,,"evan-feature22",
78,,0,,,,,,,,,"0.0-80.0",,,50065,,,,,,,,,"TRUE","Great work. You are a third of the way through the task.","5cac639638d61000014da640",,1230960,78,,"html-button-response",
79,,,,2,2,0,0,1,0,,"0.0-81.0",,0,804.49,1,0.663645983,1,0.608852351,0,0.61806748,0,0.8,"TRUE",,"5cac639638d61000014da640",,1241587,79,,"evan-feature22",
80,,,,2,2,1,1,0,-1,,"0.0-82.0",,-1,468.85,1,0.667073374,1,0.622694241,1,0.605227886,1,0.783313017,"TRUE",,"5cac639638d61000014da640",,1251880,80,,"evan-feature22",
81,,,,1,1,1,0,1,0,,"0.0-83.0",,1,2381.195,1,0.760558908,0,0.633434416,0,0.59379959,1,0.73861361,"TRUE",,"5cac639638d61000014da640",,1264059,81,,"evan-feature22",
82,,,,1,1,1,1,1,0,,"0.0-84.0",,1,860.765,1,0.754483124,1,0.660936699,1,0.509492795,0,0.646214691,"TRUE",,"5cac639638d61000014da640",,1274734,82,,"evan-feature22",
83,,,,2,2,0,1,1,0,,"0.0-85.0",,0,1782.815,1,0.727478943,0,0.662769615,0,0.544926524,1,0.688483132,"TRUE",,"5cac639638d61000014da640",,1286344,83,,"evan-feature22",
84,,,,1,1,1,1,0,-1,,"0.0-86.0",,-1,3738.845,1,0.8,1,0.623524457,0,0.564838832,1,0.681239038,"TRUE",,"5cac639638d61000014da640",,1299893,84,,"evan-feature22",
85,,,,2,2,1,1,0,-1,,"0.0-87.0",,-1,2297.755,1,0.8,1,0.670753133,1,0.5158076,1,0.627836146,"TRUE",,"5cac639638d61000014da640",,1312036,85,,"evan-feature22",
86,,,,1,1,1,1,0,-1,,"0.0-88.0",,-1,575.935,1,0.775527162,1,0.681016775,0,0.51377463,1,0.626808982,"TRUE",,"5cac639638d61000014da640",,1322409,86,,"evan-feature22",
87,,,,2,2,1,1,1,0,,"0.0-89.0",,1,1130.805,0,0.759686899,1,0.656386777,1,0.507155515,1,0.657587271,"TRUE",,"5cac639638d61000014da640",,1333365,87,,"evan-feature22",
88,,,,1,1,1,0,0,-1,,"0.0-90.0",,0,283.47,1,0.769773043,0,0.669629428,0,0.405621956,0,0.632466576,"TRUE",,"5cac639638d61000014da640",,1343456,88,,"evan-feature22",
89,,,,1,1,1,1,1,0,,"0.0-91.0",,1,668.635,1,0.733077865,1,0.589734488,1,0.352229968,0,0.605848783,"TRUE",,"5cac639638d61000014da640",,1353939,89,,"evan-feature22",
90,,,,2,2,0,0,0,-1,,"0.0-92.0",,0,916.415,1,0.751695326,1,0.571952819,0,0.356004788,0,0.555608563,"TRUE",,"5cac639638d61000014da640",,1364693,90,,"evan-feature22",
91,,,,1,1,0,1,1,0,,"0.0-93.0",,0,16.49499999,0,0.733522446,1,0.653241856,1,0.343718615,0,0.494468134,"TRUE",,"5cac639638d61000014da640",,1374539,91,,"evan-feature22",
92,,,,2,2,1,0,1,0,,"0.0-94.0",,1,342.39,0,0.712481759,1,0.639077481,1,0.339057567,0,0.470845749,"TRUE",,"5cac639638d61000014da640",,1384704,92,,"evan-feature22",
93,,,,1,1,1,1,1,0,,"0.0-95.0",,1,941.03,1,0.678438287,1,0.619313665,1,0.307093978,0,0.551459799,"TRUE",,"5cac639638d61000014da640",,1395476,93,,"evan-feature22",
94,,,,1,1,1,1,0,-1,,"0.0-96.0",,-1,2953.335,1,0.665208313,1,0.597460688,1,0.350217528,0,0.539363545,"TRUE",,"5cac639638d61000014da640",,1408215,94,,"evan-feature22",
95,,,,1,1,1,1,1,0,,"0.0-97.0",,1,2272.74,1,0.661769563,1,0.623726622,0,0.432847002,1,0.527128728,"TRUE",,"5cac639638d61000014da640",,1420306,95,,"evan-feature22",
96,,,,1,1,0,1,1,0,,"0.0-98.0",,0,3938.8,0,0.655523738,1,0.630055609,1,0.430599471,1,0.516819818,"TRUE",,"5cac639638d61000014da640",,1434070,96,,"evan-feature22",
97,,,,"SLOW","SLOW",,,1,0,,"0.0-99.0",,-3,,1,0.584426545,1,0.629494017,1,0.482109399,1,0.493102323,"TRUE",,"5cac639638d61000014da640",,1439913,97,,"evan-feature22",
98,,,,2,2,1,0,1,0,,"0.0-100.0",,1,438.355,1,0.593661942,1,0.598116517,1,0.494812571,0,0.515932226,"TRUE",,"5cac639638d61000014da640",,1450180,98,,"evan-feature22",
99,,,,1,1,0,1,1,0,,"0.0-101.0",,0,328.275,0,0.592880538,1,0.621605935,1,0.389458958,1,0.561640435,"TRUE",,"5cac639638d61000014da640",,1460333,99,,"evan-feature22",
100,,,,2,2,0,1,0,-1,,"0.0-102.0",,-1,294.425,0,0.601007589,1,0.608277141,0,0.343764503,1,0.470029965,"TRUE",,"5cac639638d61000014da640",,1470458,100,,"evan-feature22",
101,,,,2,2,0,0,0,-1,,"0.0-103.0",,0,315.725,1,0.646855036,0,0.662806372,0,0.256603314,0,0.519482362,"TRUE",,"5cac639638d61000014da640",,1480577,101,,"evan-feature22",
102,,,,1,1,0,1,0,-1,,"0.0-104.0",,-1,1338.765,0,0.642867724,1,0.632049246,1,0.256760691,1,0.595191797,"TRUE",,"5cac639638d61000014da640",,1491760,102,,"evan-feature22",
103,,,,2,2,0,1,0,-1,,"0.0-105.0",,-1,448.65,0,0.645698706,1,0.606934848,0,0.253726265,1,0.605564476,"TRUE",,"5cac639638d61000014da640",,1502037,103,,"evan-feature22",
104,,,,1,1,1,1,1,0,,"0.0-106.0",,1,1797.75,1,0.57365172,1,0.644616344,1,0.235666944,0,0.542830548,"TRUE",,"5cac639638d61000014da640",,1513642,104,,"evan-feature22",
105,,,,2,2,1,0,0,-1,,"0.0-107.0",,0,1519.6,1,0.57365172,0,0.644616344,1,0.235666944,0,0.542830548,"TRUE",,"5cac639638d61000014da640",,1524981,105,,"evan-feature22",
106,,,,1,1,1,1,0,-1,,"0.0-108.0",,-1,294.72,1,0.571544656,1,0.605228935,1,0.254414551,0,0.54267317,"TRUE",,"5cac639638d61000014da640",,1535092,106,,"evan-feature22",
107,,,,2,2,0,0,0,-1,,"0.0-109.0",,0,1119.95,0,0.594079321,1,0.627731245,0,0.271045457,0,0.498184461,"TRUE",,"5cac639638d61000014da640",,1546023,107,,"evan-feature22",
108,,,,1,1,0,1,0,-1,,"0.0-110.0",,-1,1857.675,0,0.581490524,1,0.61543522,1,0.2867983,0,0.473349121,"TRUE",,"5cac639638d61000014da640",,1557682,108,,"evan-feature22",
109,,,,2,2,1,0,0,-1,,"0.0-111.0",,0,326.06,1,0.508659922,0,0.678348122,1,0.293557647,0,0.436686776,"TRUE",,"5cac639638d61000014da640",,1567831,109,,"evan-feature22",
110,,,,1,1,1,1,0,-1,,"0.0-112.0",,-1,18.87499998,1,0.548020127,1,0.661356152,1,0.339399752,0,0.43098076,"TRUE",,"5cac639638d61000014da640",,1577696,110,,"evan-feature22",
111,,,,2,2,1,0,0,-1,,"0.0-113.0",,0,2806.065,1,0.502987702,1,0.612211104,1,0.433915344,0,0.422555327,"TRUE",,"5cac639638d61000014da640",,1590351,111,,"evan-feature22",
112,,,,1,1,1,1,1,0,,"0.0-114.0",,1,759.73,1,0.459245451,1,0.688192936,0,0.456638147,1,0.458186455,"TRUE",,"5cac639638d61000014da640",,1600936,112,,"evan-feature22",
113,,,,2,2,1,0,0,-1,,"0.0-115.0",,0,458.4,0,0.421342325,1,0.739800042,1,0.422428723,0,0.494450621,"TRUE",,"5cac639638d61000014da640",,1611204,113,,"evan-feature22",
114,,,,1,1,0,1,0,-1,,"0.0-116.0",,-1,520.305,0,0.471458304,1,0.640586494,0,0.412771813,1,0.410586692,"TRUE",,"5cac639638d61000014da640",,1621555,114,,"evan-feature22",
115,,,,2,2,0,0,1,0,,"0.0-117.0",,0,278.125,1,0.528101475,1,0.657202834,0,0.439859203,0,0.406763248,"TRUE",,"5cac639638d61000014da640",,1631663,115,,"evan-feature22",
