,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,view_history,switching
0,1758,24,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-26.0,,0.0,1097.0,1.0,0.6,0.0,0.4,0.0,0.4,1.0,0.6,False,,5f08651966529405cbafbcf6,,574188,24,,evan-feature22,,0
1,1759,25,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-27.0,,0.0,294.0,1.0,0.625928423,0.0,0.395903568,1.0,0.416361855,1.0,0.636279196,False,,5f08651966529405cbafbcf6,,584276,25,,evan-feature22,,0
2,1760,26,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-28.0,,0.0,1288.0,0.0,0.632185889,0.0,0.37940999700000005,1.0,0.510461374,1.0,0.636053735,False,,5f08651966529405cbafbcf6,,595343,26,,evan-feature22,,0
3,1761,27,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-29.0,,-1.0,100.0,1.0,0.650098956,0.0,0.437690015,0.0,0.513165207,1.0,0.594219782,False,,5f08651966529405cbafbcf6,,605223,27,,evan-feature22,,1
4,1762,28,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-30.0,,0.0,489.0,1.0,0.718427004,1.0,0.461759895,1.0,0.466591374,0.0,0.557006706,False,,5f08651966529405cbafbcf6,,615496,28,,evan-feature22,,0
5,1763,29,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-31.0,,0.0,363.0,1.0,0.762929561,0.0,0.48747529100000003,0.0,0.43772942299999995,1.0,0.574463924,False,,5f08651966529405cbafbcf6,,625640,29,,evan-feature22,,1
6,1764,30,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-32.0,,0.0,519.0,1.0,0.763717037,0.0,0.435099549,1.0,0.465087572,0.0,0.60565513,False,,5f08651966529405cbafbcf6,,635944,30,,evan-feature22,,0
7,1765,31,,,,2,2,0.0,0.0,1.0,0.0,,0.0-33.0,,0.0,640.0,1.0,0.77229152,0.0,0.364439775,0.0,0.401053115,0.0,0.658123444,False,,5f08651966529405cbafbcf6,,646362,31,,evan-feature22,,1
8,1766,32,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-34.0,,-1.0,718.0,0.0,0.744772498,1.0,0.35348662700000005,0.0,0.357677552,1.0,0.6504213670000001,False,,5f08651966529405cbafbcf6,,656856,32,,evan-feature22,,1
9,1767,33,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-35.0,,0.0,383.0,1.0,0.674079628,0.0,0.34184177200000004,0.0,0.36487888399999996,1.0,0.720326902,False,,5f08651966529405cbafbcf6,,667018,33,,evan-feature22,,0
10,1768,34,,,,1,1,1.0,0.0,1.0,0.0,,0.0-36.0,,1.0,406.0,1.0,0.661527729,0.0,0.347257661,0.0,0.301580406,1.0,0.7572792209999999,False,,5f08651966529405cbafbcf6,,677206,34,,evan-feature22,,0
11,1769,35,,,,1,1,1.0,1.0,1.0,0.0,,0.0-37.0,,1.0,595.0,1.0,0.660815217,1.0,0.37948954700000004,1.0,0.266362694,1.0,0.8,False,,5f08651966529405cbafbcf6,,687581,35,,evan-feature22,,0
12,1770,36,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-38.0,,-1.0,410.0,0.0,0.645840989,0.0,0.303961219,0.0,0.22727662199999998,1.0,0.8,False,,5f08651966529405cbafbcf6,,697766,36,,evan-feature22,,1
13,1771,37,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-39.0,,0.0,222.0,1.0,0.653475024,0.0,0.330387001,0.0,0.216413453,0.0,0.761410571,False,,5f08651966529405cbafbcf6,,707762,37,,evan-feature22,,0
14,1772,38,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-40.0,,-1.0,300.0,1.0,0.641284007,1.0,0.3333084,0.0,0.240310726,1.0,0.8,False,,5f08651966529405cbafbcf6,,717842,38,,evan-feature22,,1
15,1773,39,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-41.0,,-1.0,289.0,1.0,0.613358121,1.0,0.297219209,0.0,0.298906785,1.0,0.781296249,False,,5f08651966529405cbafbcf6,,727915,39,,evan-feature22,,0
16,1774,40,,,,2,2,0.0,0.0,1.0,0.0,,0.0-42.0,,0.0,468.0,0.0,0.560222979,0.0,0.260871998,0.0,0.246708996,0.0,0.7928309459999999,False,,5f08651966529405cbafbcf6,,738162,40,,evan-feature22,,1
17,1775,41,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-43.0,,-1.0,479.0,0.0,0.5369121339999999,0.0,0.250417104,0.0,0.2,1.0,0.765101149,False,,5f08651966529405cbafbcf6,,748422,41,,evan-feature22,,0
18,1776,42,,,,1,1,1.0,0.0,1.0,0.0,,0.0-44.0,,1.0,136.0,1.0,0.49919695,0.0,0.2,0.0,0.2,1.0,0.773279061,False,,5f08651966529405cbafbcf6,,758337,42,,evan-feature22,,1
19,1777,43,,,,1,1,1.0,0.0,1.0,0.0,,0.0-45.0,,1.0,297.0,1.0,0.459627509,0.0,0.21221690899999998,1.0,0.2,1.0,0.662061311,False,,5f08651966529405cbafbcf6,,768413,43,,evan-feature22,,0
20,1778,44,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-46.0,,0.0,272.0,0.0,0.417845724,0.0,0.22682277,0.0,0.2,0.0,0.709165356,False,,5f08651966529405cbafbcf6,,778459,44,,evan-feature22,,0
21,1779,45,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-47.0,,0.0,281.0,1.0,0.494962775,0.0,0.2,0.0,0.2,0.0,0.716798403,False,,5f08651966529405cbafbcf6,,788519,45,,evan-feature22,,1
22,1780,46,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-48.0,,0.0,228.0,1.0,0.5455069579999999,0.0,0.23543751300000001,0.0,0.2,0.0,0.645567591,False,,5f08651966529405cbafbcf6,,798523,46,,evan-feature22,,1
23,1781,47,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-49.0,,-1.0,227.0,0.0,0.5888472370000001,1.0,0.274305745,0.0,0.2,1.0,0.6470111129999999,False,,5f08651966529405cbafbcf6,,808529,47,,evan-feature22,,0
24,1782,48,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-50.0,,-1.0,300.0,1.0,0.541102968,1.0,0.22645371,0.0,0.236325635,1.0,0.667273806,False,,5f08651966529405cbafbcf6,,818610,48,,evan-feature22,,1
25,1783,49,,,,1,1,1.0,0.0,1.0,0.0,,0.0-51.0,,1.0,54.0,1.0,0.490387594,0.0,0.2,0.0,0.209906961,1.0,0.658487389,False,,5f08651966529405cbafbcf6,,828442,49,,evan-feature22,,1
26,1784,50,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-52.0,,0.0,206.0,1.0,0.549336464,0.0,0.223311399,1.0,0.21542726899999998,1.0,0.699424853,False,,5f08651966529405cbafbcf6,,838427,50,,evan-feature22,,0
27,1785,51,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-53.0,,0.0,204.0,1.0,0.616387033,0.0,0.242050882,1.0,0.236831238,1.0,0.660702856,False,,5f08651966529405cbafbcf6,,848416,51,,evan-feature22,,0
28,1786,52,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-54.0,,0.0,352.0,1.0,0.632533083,0.0,0.236756329,0.0,0.239558776,1.0,0.626572575,False,,5f08651966529405cbafbcf6,,858542,52,,evan-feature22,,0
29,1787,53,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-55.0,,0.0,221.0,1.0,0.585128523,0.0,0.21108512699999998,0.0,0.242964243,1.0,0.646247017,False,,5f08651966529405cbafbcf6,,868538,53,,evan-feature22,,0
30,1788,54,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-56.0,,0.0,369.0,1.0,0.631279052,0.0,0.208261881,0.0,0.2,1.0,0.598661374,False,,5f08651966529405cbafbcf6,,878682,54,,evan-feature22,,0
31,1789,55,,,,1,1,1.0,0.0,1.0,0.0,,0.0-57.0,,1.0,156.0,1.0,0.645601188,0.0,0.2,0.0,0.2,0.0,0.604309462,False,,5f08651966529405cbafbcf6,,888612,55,,evan-feature22,,0
32,1790,56,,,,1,1,1.0,0.0,1.0,0.0,,0.0-58.0,,1.0,402.0,1.0,0.618753278,0.0,0.2,0.0,0.2,0.0,0.59705541,False,,5f08651966529405cbafbcf6,,898803,56,,evan-feature22,,0
