,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,view_history,switching
0,1568,24,,,,2,2,0.0,0.0,1.0,0.0,,0.0-26.0,,0.0,1604.54,1.0,0.758395892,1.0,0.666783589,0.0,0.39893396600000003,0.0,0.29433458,True,,59ba747b76adf400010fd0da,,564476,24,,evan-feature22,,0
1,1569,25,,,,2,2,0.0,1.0,1.0,0.0,,0.0-27.0,,0.0,941.3599998999999,1.0,0.749113302,1.0,0.6410334639999999,0.0,0.374554754,1.0,0.32429597,True,,59ba747b76adf400010fd0da,,575212,25,,evan-feature22,,0
2,1570,26,,,,1,1,1.0,0.0,1.0,0.0,,0.0-28.0,,1.0,426.355,1.0,0.7692293659999999,0.0,0.673489452,0.0,0.38936336299999996,0.0,0.40805484299999994,True,,59ba747b76adf400010fd0da,,585457,26,,evan-feature22,,1
3,1571,27,,,,1,1,1.0,1.0,1.0,0.0,,0.0-29.0,,1.0,532.6449999,1.0,0.794299593,1.0,0.7056914559999999,0.0,0.452628219,0.0,0.42653274,True,,59ba747b76adf400010fd0da,,595813,27,,evan-feature22,,0
4,1572,28,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-30.0,,-1.0,577.665,1.0,0.8,1.0,0.7342765809999999,0.0,0.423370724,1.0,0.432069981,True,,59ba747b76adf400010fd0da,,606205,28,,evan-feature22,,1
5,1573,29,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-31.0,,0.0,1484.9,0.0,0.77615632,1.0,0.671157041,0.0,0.457156974,0.0,0.464632121,True,,59ba747b76adf400010fd0da,,617488,29,,evan-feature22,,0
6,1574,30,,,,2,2,1.0,1.0,1.0,0.0,,0.0-32.0,,1.0,370.2949999,1.0,0.760618163,0.0,0.6459397610000001,1.0,0.471572527,1.0,0.372324295,True,,59ba747b76adf400010fd0da,,627660,30,,evan-feature22,,0
7,1575,31,,,,1,1,0.0,0.0,1.0,0.0,,0.0-33.0,,0.0,540.94,0.0,0.747676711,0.0,0.596965425,1.0,0.46128409299999995,1.0,0.348031934,True,,59ba747b76adf400010fd0da,,638025,31,,evan-feature22,,1
8,1576,32,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-34.0,,-1.0,520.8300001,1.0,0.7589599690000001,1.0,0.576201125,1.0,0.508614774,0.0,0.366452805,True,,59ba747b76adf400010fd0da,,648376,32,,evan-feature22,,0
9,1577,33,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-35.0,,-1.0,350.85,1.0,0.8,1.0,0.561117359,0.0,0.552349312,0.0,0.38521346,True,,59ba747b76adf400010fd0da,,658536,33,,evan-feature22,,0
