,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,view_history,switching
0,2307,24,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-26.0,,0.0,1091.975,0.0,0.6,0.0,0.4,1.0,0.4,0.0,0.6,False,,5e94fa6625f03e0bd5d1b12c,,387671,24,,evan-feature22,,0
1,2308,25,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-27.0,,-1.0,1099.83,1.0,0.625928423,1.0,0.395903568,0.0,0.416361855,1.0,0.636279196,False,,5e94fa6625f03e0bd5d1b12c,,398539,25,,evan-feature22,,1
2,2309,26,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-28.0,,0.0,456.365,1.0,0.632185889,0.0,0.37940999700000005,0.0,0.510461374,1.0,0.636053735,False,,5e94fa6625f03e0bd5d1b12c,,408759,26,,evan-feature22,,1
3,2310,27,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-29.0,,-1.0,1613.915,1.0,0.650098956,1.0,0.437690015,0.0,0.513165207,1.0,0.594219782,False,,5e94fa6625f03e0bd5d1b12c,,420139,27,,evan-feature22,,1
4,2311,28,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-30.0,,0.0,1002.465,1.0,0.718427004,0.0,0.461759895,0.0,0.466591374,1.0,0.557006706,False,,5e94fa6625f03e0bd5d1b12c,,430904,28,,evan-feature22,,1
5,2312,29,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-31.0,,0.0,364.695,1.0,0.762929561,0.0,0.48747529100000003,0.0,0.43772942299999995,0.0,0.574463924,False,,5e94fa6625f03e0bd5d1b12c,,441034,29,,evan-feature22,,0
6,2313,30,,,,2,2,1.0,1.0,0.0,-1.0,,0.0-32.0,,-1.0,329.575,1.0,0.763717037,0.0,0.435099549,1.0,0.465087572,1.0,0.60565513,False,,5e94fa6625f03e0bd5d1b12c,,451129,30,,evan-feature22,,1
7,2314,31,,,,1,1,1.0,1.0,1.0,0.0,,0.0-33.0,,1.0,498.71,1.0,0.77229152,1.0,0.364439775,1.0,0.401053115,0.0,0.658123444,False,,5e94fa6625f03e0bd5d1b12c,,461397,31,,evan-feature22,,1
8,2315,32,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-34.0,,-1.0,423.375,0.0,0.744772498,1.0,0.35348662700000005,0.0,0.357677552,1.0,0.6504213670000001,False,,5e94fa6625f03e0bd5d1b12c,,471586,32,,evan-feature22,,1
9,2316,33,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-35.0,,-1.0,728.995,1.0,0.674079628,1.0,0.34184177200000004,0.0,0.36487888399999996,1.0,0.720326902,False,,5e94fa6625f03e0bd5d1b12c,,482082,33,,evan-feature22,,1
10,2317,34,,,,1,1,1.0,0.0,1.0,0.0,,0.0-36.0,,1.0,496.835,1.0,0.661527729,0.0,0.347257661,0.0,0.301580406,1.0,0.7572792209999999,False,,5e94fa6625f03e0bd5d1b12c,,492346,34,,evan-feature22,,0
11,2318,35,,,,1,1,1.0,1.0,1.0,0.0,,0.0-37.0,,1.0,320.265,1.0,0.660815217,1.0,0.37948954700000004,0.0,0.266362694,1.0,0.8,False,,5e94fa6625f03e0bd5d1b12c,,502435,35,,evan-feature22,,0
12,2319,36,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-38.0,,-1.0,712.305,0.0,0.645840989,0.0,0.303961219,0.0,0.22727662199999998,1.0,0.8,False,,5e94fa6625f03e0bd5d1b12c,,512911,36,,evan-feature22,,1
13,2320,37,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-39.0,,-1.0,517.3,0.0,0.653475024,1.0,0.330387001,0.0,0.216413453,1.0,0.761410571,False,,5e94fa6625f03e0bd5d1b12c,,523197,37,,evan-feature22,,1
14,2321,38,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-40.0,,0.0,392.5,1.0,0.641284007,0.0,0.3333084,0.0,0.240310726,0.0,0.8,False,,5e94fa6625f03e0bd5d1b12c,,533352,38,,evan-feature22,,1
15,2322,39,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-41.0,,0.0,1667.405,0.0,0.613358121,0.0,0.297219209,0.0,0.298906785,1.0,0.781296249,False,,5e94fa6625f03e0bd5d1b12c,,544782,39,,evan-feature22,,1
16,2323,40,,,,2,2,0.0,0.0,1.0,0.0,,0.0-42.0,,0.0,1159.685,1.0,0.560222979,0.0,0.260871998,0.0,0.246708996,0.0,0.7928309459999999,False,,5e94fa6625f03e0bd5d1b12c,,555704,40,,evan-feature22,,1
17,2324,41,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-43.0,,0.0,485.545,0.0,0.5369121339999999,0.0,0.250417104,0.0,0.2,1.0,0.765101149,False,,5e94fa6625f03e0bd5d1b12c,,565949,41,,evan-feature22,,1
18,2325,42,,,,2,2,0.0,0.0,1.0,0.0,,0.0-44.0,,0.0,1167.435,0.0,0.49919695,1.0,0.2,0.0,0.2,0.0,0.773279061,False,,5e94fa6625f03e0bd5d1b12c,,576882,42,,evan-feature22,,1
19,2326,43,,,,2,2,0.0,1.0,1.0,0.0,,0.0-45.0,,0.0,1890.09,0.0,0.459627509,0.0,0.21221690899999998,0.0,0.2,1.0,0.662061311,False,,5e94fa6625f03e0bd5d1b12c,,588537,43,,evan-feature22,,0
20,2327,44,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-46.0,,0.0,787.26,1.0,0.417845724,0.0,0.22682277,0.0,0.2,0.0,0.709165356,False,,5e94fa6625f03e0bd5d1b12c,,599087,44,,evan-feature22,,1
21,2328,45,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-47.0,,-1.0,397.56,0.0,0.494962775,1.0,0.2,0.0,0.2,1.0,0.716798403,False,,5e94fa6625f03e0bd5d1b12c,,609251,45,,evan-feature22,,0
22,2329,46,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-48.0,,-1.0,842.5,0.0,0.5455069579999999,0.0,0.23543751300000001,0.0,0.2,1.0,0.645567591,False,,5e94fa6625f03e0bd5d1b12c,,619858,46,,evan-feature22,,1
23,2330,47,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-49.0,,0.0,364.085,1.0,0.5888472370000001,0.0,0.274305745,1.0,0.2,0.0,0.6470111129999999,False,,5e94fa6625f03e0bd5d1b12c,,629986,47,,evan-feature22,,1
24,2331,48,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-50.0,,0.0,1675.255,0.0,0.541102968,0.0,0.22645371,1.0,0.236325635,0.0,0.667273806,False,,5e94fa6625f03e0bd5d1b12c,,641424,48,,evan-feature22,,0
25,2332,49,,,,2,2,0.0,1.0,1.0,0.0,,0.0-51.0,,0.0,445.0,1.0,0.490387594,1.0,0.2,0.0,0.209906961,1.0,0.658487389,False,,5e94fa6625f03e0bd5d1b12c,,651635,49,,evan-feature22,,1
26,2333,50,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-52.0,,0.0,1065.1,0.0,0.549336464,0.0,0.223311399,0.0,0.21542726899999998,1.0,0.699424853,False,,5e94fa6625f03e0bd5d1b12c,,662464,50,,evan-feature22,,1
27,2334,51,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-53.0,,-1.0,356.095,1.0,0.616387033,0.0,0.242050882,0.0,0.236831238,1.0,0.660702856,False,,5e94fa6625f03e0bd5d1b12c,,672583,51,,evan-feature22,,1
28,2335,52,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-54.0,,0.0,421.615,1.0,0.632533083,0.0,0.236756329,1.0,0.239558776,0.0,0.626572575,False,,5e94fa6625f03e0bd5d1b12c,,682769,52,,evan-feature22,,1
29,2336,53,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-55.0,,0.0,971.445,0.0,0.585128523,0.0,0.21108512699999998,0.0,0.242964243,0.0,0.646247017,False,,5e94fa6625f03e0bd5d1b12c,,693504,53,,evan-feature22,,0
30,2337,54,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-56.0,,-1.0,779.865,0.0,0.631279052,0.0,0.208261881,0.0,0.2,1.0,0.598661374,False,,5e94fa6625f03e0bd5d1b12c,,704048,54,,evan-feature22,,1
31,2338,55,,,,1,1,1.0,0.0,1.0,0.0,,0.0-57.0,,1.0,877.01,1.0,0.645601188,0.0,0.2,0.0,0.2,1.0,0.604309462,False,,5e94fa6625f03e0bd5d1b12c,,714690,55,,evan-feature22,,1
32,2339,56,,,,2,2,0.0,0.0,1.0,0.0,,0.0-58.0,,0.0,652.36,1.0,0.618753278,1.0,0.2,0.0,0.2,0.0,0.59705541,False,,5e94fa6625f03e0bd5d1b12c,,725102,56,,evan-feature22,,1
