,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,view_history,switching
0,2117,24,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-26.0,,0.0,1035.81,0.0,0.6,0.0,0.4,0.0,0.4,1.0,0.6,False,,5c3e284ce0ea82000146414b,,590090,24,,evan-feature22,,0
1,2118,25,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-27.0,,0.0,1644.925,1.0,0.625928423,0.0,0.395903568,0.0,0.416361855,0.0,0.636279196,False,,5c3e284ce0ea82000146414b,,601510,25,,evan-feature22,,0
2,2119,26,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-28.0,,-1.0,1409.21,1.0,0.632185889,1.0,0.37940999700000005,1.0,0.510461374,0.0,0.636053735,False,,5c3e284ce0ea82000146414b,,612696,26,,evan-feature22,,0
3,2120,27,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-29.0,,-1.0,1262.59,1.0,0.650098956,0.0,0.437690015,0.0,0.513165207,1.0,0.594219782,False,,5c3e284ce0ea82000146414b,,623756,27,,evan-feature22,,1
4,2121,28,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-30.0,,-1.0,2126.38,1.0,0.718427004,1.0,0.461759895,0.0,0.466591374,1.0,0.557006706,False,,5c3e284ce0ea82000146414b,,635662,28,,evan-feature22,,1
5,2122,29,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-31.0,,-1.0,2494.145,1.0,0.762929561,1.0,0.48747529100000003,0.0,0.43772942299999995,1.0,0.574463924,False,,5c3e284ce0ea82000146414b,,647942,29,,evan-feature22,,0
6,2123,30,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-32.0,,-1.0,2952.075,0.0,0.763717037,0.0,0.435099549,0.0,0.465087572,1.0,0.60565513,False,,5c3e284ce0ea82000146414b,,660738,30,,evan-feature22,,1
7,2124,31,,,,1,1,1.0,0.0,1.0,0.0,,0.0-33.0,,1.0,2270.66,1.0,0.77229152,0.0,0.364439775,0.0,0.401053115,1.0,0.658123444,False,,5c3e284ce0ea82000146414b,,672794,31,,evan-feature22,,1
8,2125,32,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-34.0,,0.0,1509.135,1.0,0.744772498,0.0,0.35348662700000005,0.0,0.357677552,0.0,0.6504213670000001,False,,5c3e284ce0ea82000146414b,,684093,32,,evan-feature22,,0
9,2126,33,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-35.0,,-1.0,2923.025,1.0,0.674079628,1.0,0.34184177200000004,0.0,0.36487888399999996,1.0,0.720326902,False,,5c3e284ce0ea82000146414b,,696805,33,,evan-feature22,,0
10,2127,34,,,,1,1,1.0,0.0,1.0,0.0,,0.0-36.0,,1.0,1716.915,1.0,0.661527729,0.0,0.347257661,0.0,0.301580406,0.0,0.7572792209999999,False,,5c3e284ce0ea82000146414b,,708327,34,,evan-feature22,,0
11,2128,35,,,,1,1,0.0,0.0,1.0,0.0,,0.0-37.0,,0.0,1603.555,0.0,0.660815217,0.0,0.37948954700000004,1.0,0.266362694,1.0,0.8,False,,5c3e284ce0ea82000146414b,,719701,35,,evan-feature22,,0
12,2129,36,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-38.0,,-1.0,3759.505,1.0,0.645840989,1.0,0.303961219,0.0,0.22727662199999998,1.0,0.8,False,,5c3e284ce0ea82000146414b,,733250,36,,evan-feature22,,0
13,2130,37,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-39.0,,0.0,1712.53,0.0,0.653475024,0.0,0.330387001,0.0,0.216413453,1.0,0.761410571,False,,5c3e284ce0ea82000146414b,,744737,37,,evan-feature22,,0
14,2131,38,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-40.0,,-1.0,2167.18,1.0,0.641284007,1.0,0.3333084,0.0,0.240310726,1.0,0.8,False,,5c3e284ce0ea82000146414b,,756715,38,,evan-feature22,,0
15,2132,39,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-41.0,,-1.0,1829.48,1.0,0.613358121,1.0,0.297219209,0.0,0.298906785,0.0,0.781296249,False,,5c3e284ce0ea82000146414b,,768317,39,,evan-feature22,,0
16,2133,40,,,,1,1,0.0,0.0,1.0,0.0,,0.0-42.0,,0.0,2195.48,0.0,0.560222979,0.0,0.260871998,0.0,0.246708996,1.0,0.7928309459999999,False,,5c3e284ce0ea82000146414b,,780288,40,,evan-feature22,,0
17,2134,41,,,,SLOW,SLOW,,,0.0,-1.0,,0.0-43.0,,-3.0,,0.0,0.5369121339999999,0.0,0.250417104,0.0,0.2,1.0,0.765101149,False,,5c3e284ce0ea82000146414b,,786097,41,,evan-feature22,,1
18,2135,42,,,,1,1,1.0,0.0,1.0,0.0,,0.0-44.0,,1.0,1542.855,1.0,0.49919695,0.0,0.2,0.0,0.2,0.0,0.773279061,False,,5c3e284ce0ea82000146414b,,797423,42,,evan-feature22,,1
19,2136,43,,,,1,1,1.0,1.0,1.0,0.0,,0.0-45.0,,1.0,814.67,1.0,0.459627509,1.0,0.21221690899999998,0.0,0.2,1.0,0.662061311,False,,5c3e284ce0ea82000146414b,,808011,43,,evan-feature22,,0
20,2137,44,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-46.0,,0.0,3101.815,1.0,0.417845724,0.0,0.22682277,1.0,0.2,1.0,0.709165356,False,,5c3e284ce0ea82000146414b,,820902,44,,evan-feature22,,0
21,2138,45,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-47.0,,0.0,1216.56,0.0,0.494962775,0.0,0.2,0.0,0.2,0.0,0.716798403,False,,5c3e284ce0ea82000146414b,,831891,45,,evan-feature22,,0
22,2139,46,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-48.0,,-1.0,1442.19,0.0,0.5455069579999999,1.0,0.23543751300000001,0.0,0.2,0.0,0.645567591,False,,5c3e284ce0ea82000146414b,,843117,46,,evan-feature22,,0
23,2140,47,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-49.0,,0.0,1476.895,1.0,0.5888472370000001,0.0,0.274305745,1.0,0.2,0.0,0.6470111129999999,False,,5c3e284ce0ea82000146414b,,854399,47,,evan-feature22,,0
24,2141,48,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-50.0,,0.0,1492.81,1.0,0.541102968,0.0,0.22645371,0.0,0.236325635,1.0,0.667273806,False,,5c3e284ce0ea82000146414b,,865667,48,,evan-feature22,,0
