,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,view_history,switching
0,1184,34,,,,1,1,1.0,1.0,1.0,0.0,,0.0-26.0,,1.0,1138.04,1.0,0.758395892,1.0,0.666783589,0.0,0.39893396600000003,1.0,0.29433458,True,,5f5608157b15ce2036c705f9,,1039199,34,,evan-feature22,,0
1,1185,35,,,,1,1,1.0,0.0,1.0,0.0,,0.0-27.0,,1.0,1279.555,1.0,0.749113302,0.0,0.6410334639999999,0.0,0.374554754,1.0,0.32429597,True,,5f5608157b15ce2036c705f9,,1050245,35,,evan-feature22,,0
2,1186,36,,,,1,1,1.0,1.0,1.0,0.0,,0.0-28.0,,1.0,1163.155,1.0,0.7692293659999999,1.0,0.673489452,0.0,0.38936336299999996,0.0,0.40805484299999994,True,,5f5608157b15ce2036c705f9,,1061173,36,,evan-feature22,,0
3,1187,37,,,,2,2,0.0,0.0,1.0,0.0,,0.0-29.0,,0.0,838.745,1.0,0.794299593,0.0,0.7056914559999999,0.0,0.452628219,0.0,0.42653274,True,,5f5608157b15ce2036c705f9,,1071773,37,,evan-feature22,,1
4,1188,38,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-30.0,,0.0,580.7,0.0,0.8,0.0,0.7342765809999999,1.0,0.423370724,1.0,0.432069981,True,,5f5608157b15ce2036c705f9,,1082128,38,,evan-feature22,,1
5,1189,39,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-31.0,,-1.0,639.11,1.0,0.77615632,1.0,0.671157041,0.0,0.457156974,1.0,0.464632121,True,,5f5608157b15ce2036c705f9,,1092532,39,,evan-feature22,,1
6,1190,40,,,,2,2,0.0,0.0,1.0,0.0,,0.0-32.0,,0.0,527.125,1.0,0.760618163,1.0,0.6459397610000001,0.0,0.471572527,0.0,0.372324295,True,,5f5608157b15ce2036c705f9,,1102824,40,,evan-feature22,,0
7,1191,41,,,,1,1,1.0,1.0,1.0,0.0,,0.0-33.0,,1.0,3843.37,1.0,0.747676711,1.0,0.596965425,1.0,0.46128409299999995,0.0,0.348031934,True,,5f5608157b15ce2036c705f9,,1116431,41,,evan-feature22,,1
8,1192,42,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-34.0,,-1.0,558.985,1.0,0.7589599690000001,1.0,0.576201125,0.0,0.508614774,1.0,0.366452805,True,,5f5608157b15ce2036c705f9,,1126756,42,,evan-feature22,,0
9,1193,43,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-35.0,,0.0,596.42,0.0,0.8,1.0,0.561117359,0.0,0.552349312,0.0,0.38521346,True,,5f5608157b15ce2036c705f9,,1137114,43,,evan-feature22,,1
