,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,26746,25,,,,SLOW,SLOW,,,-1.0,0.0,,0.0-27.0,,-3.0,,0.0,0.6,0.0,0.6,0.0,0.4,0.0,0.4,False,,5b39f4f71d4b680001694617,,400981,25,,evan-feature22,full_pf_b,,0
1,26747,26,,,,2,2,1.0,0.0,-1.0,0.0,,0.0-28.0,,-1.0,1740.26,0.0,0.608053294,1.0,0.63424552,1.0,0.397152172,0.0,0.347069101,False,,5b39f4f71d4b680001694617,,412499,26,,evan-feature22,full_pf_b,,1
2,26748,27,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-29.0,,-1.0,646.2,1.0,0.642237155,1.0,0.648566321,0.0,0.389407674,0.0,0.285525717,False,,5b39f4f71d4b680001694617,,422915,27,,evan-feature22,full_pf_b,,1
3,26749,28,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-30.0,,-1.0,555.58,1.0,0.661086576,1.0,0.630492543,1.0,0.399058924,0.0,0.25,False,,5b39f4f71d4b680001694617,,433243,28,,evan-feature22,full_pf_b,,0
4,26750,29,,,,2,2,0.0,0.0,0.0,1.0,,0.0-31.0,,0.0,907.695,1.0,0.631324137,1.0,0.6269842929999999,0.0,0.38734784299999997,0.0,0.25,False,,5b39f4f71d4b680001694617,,443923,29,,evan-feature22,full_pf_b,,1
5,26751,30,,,,1,1,1.0,1.0,0.0,1.0,,0.0-32.0,,1.0,1449.86,1.0,0.6381991370000001,1.0,0.68987999,0.0,0.384107265,1.0,0.271332943,False,,5b39f4f71d4b680001694617,,455151,30,,evan-feature22,full_pf_b,,1
6,26752,31,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-33.0,,0.0,1783.84,0.0,0.66034901,0.0,0.742641349,0.0,0.360225629,0.0,0.25,False,,5b39f4f71d4b680001694617,,466709,31,,evan-feature22,full_pf_b,,1
7,26753,32,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-34.0,,-1.0,1867.855,1.0,0.638612418,1.0,0.75,1.0,0.367273939,0.0,0.25,False,,5b39f4f71d4b680001694617,,478341,32,,evan-feature22,full_pf_b,,1
8,26754,33,,,,2,2,1.0,0.0,0.0,1.0,,0.0-35.0,,0.0,801.9,1.0,0.624340629,1.0,0.75,1.0,0.425829545,0.0,0.25,False,,5b39f4f71d4b680001694617,,488919,33,,evan-feature22,full_pf_b,,1
9,26755,34,,,,1,1,1.0,1.0,0.0,1.0,,0.0-36.0,,1.0,467.53,1.0,0.621999804,1.0,0.75,0.0,0.368609357,1.0,0.25,False,,5b39f4f71d4b680001694617,,499169,34,,evan-feature22,full_pf_b,,1
10,26756,35,,,,1,1,1.0,0.0,-1.0,0.0,,0.0-37.0,,-1.0,1698.575,1.0,0.62666403,0.0,0.75,0.0,0.311151498,1.0,0.25,False,,5b39f4f71d4b680001694617,,510647,35,,evan-feature22,full_pf_b,,0
11,26757,36,,,,2,2,0.0,0.0,0.0,1.0,,0.0-38.0,,0.0,1360.83,1.0,0.6819650009999999,1.0,0.75,0.0,0.310763048,0.0,0.25,False,,5b39f4f71d4b680001694617,,521779,36,,evan-feature22,full_pf_b,,1
12,26758,37,,,,2,2,1.0,0.0,-1.0,0.0,,0.0-39.0,,-1.0,2269.655,1.0,0.740626951,1.0,0.75,1.0,0.25,0.0,0.25,False,,5b39f4f71d4b680001694617,,533820,37,,evan-feature22,full_pf_b,,0
13,26759,38,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-40.0,,-1.0,1864.435,1.0,0.739599242,1.0,0.742034978,0.0,0.25397114600000004,0.0,0.25,False,,5b39f4f71d4b680001694617,,545451,38,,evan-feature22,full_pf_b,,1
14,26760,39,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-41.0,,0.0,2106.175,1.0,0.732341315,1.0,0.72735643,0.0,0.25,0.0,0.25,False,,5b39f4f71d4b680001694617,,557329,39,,evan-feature22,full_pf_b,,1
15,26761,40,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-42.0,,-1.0,1686.045,1.0,0.7062287770000001,1.0,0.75,1.0,0.29002151,0.0,0.288256649,False,,5b39f4f71d4b680001694617,,568786,40,,evan-feature22,full_pf_b,,1
16,26762,41,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-43.0,,0.0,1623.31,1.0,0.7086029209999999,1.0,0.75,0.0,0.274129113,0.0,0.262851608,False,,5b39f4f71d4b680001694617,,580185,41,,evan-feature22,full_pf_b,,1
17,26763,42,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-44.0,,-1.0,1833.64,1.0,0.669189651,1.0,0.727614338,0.0,0.298444036,0.0,0.296944518,False,,5b39f4f71d4b680001694617,,591525,42,,evan-feature22,full_pf_b,,1
18,26764,43,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-45.0,,0.0,2491.85,1.0,0.6819912929999999,1.0,0.7179434290000001,0.0,0.265003961,0.0,0.28157921199999997,False,,5b39f4f71d4b680001694617,,603789,43,,evan-feature22,full_pf_b,,1
19,26765,44,,,,SLOW,SLOW,,,0.0,1.0,,0.0-46.0,,-3.0,,1.0,0.665275002,1.0,0.723065271,0.0,0.260414971,0.0,0.30973870000000003,False,,5b39f4f71d4b680001694617,,609597,44,,evan-feature22,full_pf_b,,1
20,26766,45,,,,SLOW,SLOW,,,-1.0,0.0,,0.0-47.0,,-3.0,,0.0,0.6660593260000001,0.0,0.728032907,0.0,0.30922817,0.0,0.338778608,False,,5b39f4f71d4b680001694617,,615410,45,,evan-feature22,full_pf_b,,0
21,26767,46,,,,1,1,0.0,1.0,-1.0,0.0,,0.0-48.0,,0.0,1138.65,0.0,0.702068785,1.0,0.6528750879999999,0.0,0.287329608,0.0,0.35789613200000003,False,,5b39f4f71d4b680001694617,,626318,46,,evan-feature22,full_pf_b,,1
22,26768,47,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-49.0,,0.0,1431.425,0.0,0.651939787,0.0,0.636725589,0.0,0.284834488,0.0,0.358563756,False,,5b39f4f71d4b680001694617,,637522,47,,evan-feature22,full_pf_b,,1
23,26769,48,,,,2,2,1.0,0.0,0.0,1.0,,0.0-50.0,,0.0,986.175,0.0,0.67573929,1.0,0.612550049,1.0,0.37130387600000003,0.0,0.383542402,False,,5b39f4f71d4b680001694617,,648280,48,,evan-feature22,full_pf_b,,0
24,26770,49,,,,2,2,0.0,0.0,0.0,1.0,,0.0-51.0,,0.0,930.63,1.0,0.620753801,0.0,0.60513644,0.0,0.385529434,0.0,0.340361743,False,,5b39f4f71d4b680001694617,,658987,49,,evan-feature22,full_pf_b,,0
25,26771,50,,,,2,2,0.0,1.0,0.0,1.0,,0.0-52.0,,1.0,1687.54,1.0,0.673564893,0.0,0.672437924,0.0,0.292955382,1.0,0.337633795,False,,5b39f4f71d4b680001694617,,670454,50,,evan-feature22,full_pf_b,,0
26,26772,51,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-53.0,,0.0,2010.49,0.0,0.6749427,1.0,0.724197502,0.0,0.32391132100000003,0.0,0.350995264,False,,5b39f4f71d4b680001694617,,682237,51,,evan-feature22,full_pf_b,,0
