,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,16336,25,,,,2,2,1.0,1.0,-1.0,0.0,,0.0-27.0,,-1.0,502.21,1.0,0.6,1.0,0.6,1.0,0.4,1.0,0.4,False,,5f2aec347b4ac542bc5f34d6,,1634102,25,,evan-feature22,full_pf_b,,0
1,16337,26,,,,2,2,1.0,1.0,-1.0,0.0,,0.0-28.0,,-1.0,557.77,1.0,0.608053294,1.0,0.63424552,1.0,0.397152172,1.0,0.347069101,False,,5f2aec347b4ac542bc5f34d6,,1644423,26,,evan-feature22,full_pf_b,,0
2,16338,27,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-29.0,,0.0,930.015,0.0,0.642237155,1.0,0.648566321,0.0,0.389407674,1.0,0.285525717,False,,5f2aec347b4ac542bc5f34d6,,1655111,27,,evan-feature22,full_pf_b,,0
3,16339,28,,,,1,1,0.0,1.0,-1.0,0.0,,0.0-30.0,,0.0,328.51,0.0,0.661086576,1.0,0.630492543,0.0,0.399058924,0.0,0.25,False,,5f2aec347b4ac542bc5f34d6,,1665197,28,,evan-feature22,full_pf_b,,1
4,16340,29,,,,2,2,0.0,1.0,0.0,1.0,,0.0-31.0,,1.0,431.6,1.0,0.631324137,1.0,0.6269842929999999,0.0,0.38734784299999997,1.0,0.25,False,,5f2aec347b4ac542bc5f34d6,,1675386,29,,evan-feature22,full_pf_b,,1
5,16341,30,,,,2,2,0.0,0.0,0.0,1.0,,0.0-32.0,,0.0,882.21,0.0,0.6381991370000001,1.0,0.68987999,0.0,0.384107265,0.0,0.271332943,False,,5f2aec347b4ac542bc5f34d6,,1686025,30,,evan-feature22,full_pf_b,,0
6,16342,31,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-33.0,,-1.0,40.23499999,1.0,0.66034901,1.0,0.742641349,0.0,0.360225629,0.0,0.25,False,,5f2aec347b4ac542bc5f34d6,,1695821,31,,evan-feature22,full_pf_b,,1
7,16343,32,,,,1,1,0.0,1.0,-1.0,0.0,,0.0-34.0,,0.0,151.255,0.0,0.638612418,1.0,0.75,0.0,0.367273939,0.0,0.25,False,,5f2aec347b4ac542bc5f34d6,,1705731,32,,evan-feature22,full_pf_b,,0
8,16344,33,,,,2,2,0.0,0.0,0.0,1.0,,0.0-35.0,,0.0,115.165,1.0,0.624340629,1.0,0.75,0.0,0.425829545,0.0,0.25,False,,5f2aec347b4ac542bc5f34d6,,1715603,33,,evan-feature22,full_pf_b,,1
9,16345,34,,,,2,2,1.0,0.0,0.0,1.0,,0.0-36.0,,0.0,127.085,0.0,0.621999804,1.0,0.75,1.0,0.368609357,0.0,0.25,False,,5f2aec347b4ac542bc5f34d6,,1725488,34,,evan-feature22,full_pf_b,,0
