,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,34018,25,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-27.0,,-1.0,1395.305,0.0,0.6,1.0,0.6,0.0,0.4,0.0,0.4,False,,5789f5c6fa4465000113ecb2,,811906,25,,evan-feature22,full_pf_a,,0
1,34019,26,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-28.0,,-1.0,1249.035,1.0,0.608053294,1.0,0.63424552,1.0,0.397152172,0.0,0.347069101,False,,5789f5c6fa4465000113ecb2,,822917,26,,evan-feature22,full_pf_a,,0
2,34020,27,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-29.0,,0.0,2071.84,1.0,0.642237155,1.0,0.648566321,1.0,0.389407674,0.0,0.285525717,False,,5789f5c6fa4465000113ecb2,,834750,27,,evan-feature22,full_pf_a,,1
3,34021,28,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-30.0,,0.0,1335.15,1.0,0.661086576,0.0,0.630492543,1.0,0.399058924,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,845847,28,,evan-feature22,full_pf_a,,1
4,34022,29,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-31.0,,-1.0,1224.07,1.0,0.631324137,1.0,0.6269842929999999,1.0,0.38734784299999997,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,856832,29,,evan-feature22,full_pf_a,,0
5,34023,30,,,,1,1,0.0,0.0,0.0,-1.0,,0.0-32.0,,0.0,952.395,0.0,0.6381991370000001,0.0,0.68987999,0.0,0.384107265,0.0,0.271332943,False,,5789f5c6fa4465000113ecb2,,867542,30,,evan-feature22,full_pf_a,,0
6,34024,31,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-33.0,,-1.0,1098.5,1.0,0.66034901,1.0,0.742641349,1.0,0.360225629,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,878403,31,,evan-feature22,full_pf_a,,0
7,34025,32,,,,2,2,0.0,0.0,1.0,0.0,,0.0-34.0,,0.0,2143.915,1.0,0.638612418,1.0,0.75,0.0,0.367273939,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,890308,32,,evan-feature22,full_pf_a,,1
8,34026,33,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-35.0,,0.0,871.6599999,1.0,0.624340629,0.0,0.75,1.0,0.425829545,1.0,0.25,False,,5789f5c6fa4465000113ecb2,,900942,33,,evan-feature22,full_pf_a,,1
9,34027,34,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-36.0,,-1.0,1583.85,1.0,0.621999804,1.0,0.75,0.0,0.368609357,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,912287,34,,evan-feature22,full_pf_a,,0
10,34028,35,,,,1,1,1.0,0.0,1.0,0.0,,0.0-37.0,,1.0,1575.08,1.0,0.62666403,0.0,0.75,0.0,0.311151498,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,923627,35,,evan-feature22,full_pf_a,,0
11,34029,36,,,,1,1,1.0,1.0,1.0,0.0,,0.0-38.0,,1.0,1267.71,1.0,0.6819650009999999,1.0,0.75,0.0,0.310763048,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,934654,36,,evan-feature22,full_pf_a,,0
12,34030,37,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-39.0,,-1.0,3946.375,1.0,0.740626951,1.0,0.75,0.0,0.25,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,948362,37,,evan-feature22,full_pf_a,,0
13,34031,38,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-40.0,,0.0,1959.155,1.0,0.739599242,0.0,0.742034978,1.0,0.25397114600000004,0.0,0.25,False,,5789f5c6fa4465000113ecb2,,960083,38,,evan-feature22,full_pf_a,,1
