,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,7627,25,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-27.0,,-1.0,443.27,1.0,0.6,1.0,0.6,0.0,0.4,0.0,0.4,False,,5c1cdb060108690001f8fe85,,578962,25,,evan-feature22,full_pf_b,,0
1,7628,26,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-28.0,,0.0,787.885,1.0,0.608053294,1.0,0.63424552,0.0,0.397152172,1.0,0.347069101,False,,5c1cdb060108690001f8fe85,,589555,26,,evan-feature22,full_pf_b,,1
2,7629,27,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-29.0,,0.0,459.82,0.0,0.642237155,1.0,0.648566321,0.0,0.389407674,0.0,0.285525717,False,,5c1cdb060108690001f8fe85,,599824,27,,evan-feature22,full_pf_b,,0
3,7630,28,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-30.0,,0.0,906.735,0.0,0.661086576,1.0,0.630492543,0.0,0.399058924,0.0,0.25,False,,5c1cdb060108690001f8fe85,,610530,28,,evan-feature22,full_pf_b,,0
4,7631,29,,,,2,2,0.0,0.0,0.0,1.0,,0.0-31.0,,0.0,315.01,1.0,0.631324137,0.0,0.6269842929999999,0.0,0.38734784299999997,0.0,0.25,False,,5c1cdb060108690001f8fe85,,620648,29,,evan-feature22,full_pf_b,,0
5,7632,30,,,,1,1,0.0,1.0,0.0,1.0,,0.0-32.0,,1.0,785.595,0.0,0.6381991370000001,1.0,0.68987999,1.0,0.384107265,0.0,0.271332943,False,,5c1cdb060108690001f8fe85,,631240,30,,evan-feature22,full_pf_b,,1
6,7633,31,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-33.0,,0.0,887.905,0.0,0.66034901,1.0,0.742641349,0.0,0.360225629,0.0,0.25,False,,5c1cdb060108690001f8fe85,,641937,31,,evan-feature22,full_pf_b,,1
7,7634,32,,,,2,2,1.0,0.0,-1.0,0.0,,0.0-34.0,,-1.0,723.345,1.0,0.638612418,1.0,0.75,1.0,0.367273939,0.0,0.25,False,,5c1cdb060108690001f8fe85,,652474,32,,evan-feature22,full_pf_b,,0
8,7635,33,,,,1,1,0.0,0.0,0.0,1.0,,0.0-35.0,,0.0,2249.675,0.0,0.624340629,0.0,0.75,1.0,0.425829545,0.0,0.25,False,,5c1cdb060108690001f8fe85,,664530,33,,evan-feature22,full_pf_b,,1
9,7636,34,,,,1,1,1.0,1.0,0.0,1.0,,0.0-36.0,,1.0,320.415,1.0,0.621999804,1.0,0.75,0.0,0.368609357,0.0,0.25,False,,5c1cdb060108690001f8fe85,,674668,34,,evan-feature22,full_pf_b,,0
10,7637,35,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-37.0,,0.0,1993.865,0.0,0.62666403,1.0,0.75,0.0,0.311151498,0.0,0.25,False,,5c1cdb060108690001f8fe85,,686455,35,,evan-feature22,full_pf_b,,1
11,7638,36,,,,1,1,1.0,0.0,0.0,1.0,,0.0-38.0,,0.0,1638.63,1.0,0.6819650009999999,0.0,0.75,1.0,0.310763048,0.0,0.25,False,,5c1cdb060108690001f8fe85,,697920,36,,evan-feature22,full_pf_b,,1
12,7639,37,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-39.0,,0.0,1595.915,1.0,0.740626951,1.0,0.75,0.0,0.25,0.0,0.25,False,,5c1cdb060108690001f8fe85,,709319,37,,evan-feature22,full_pf_b,,1
13,7640,38,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-40.0,,0.0,1866.715,0.0,0.739599242,0.0,0.742034978,0.0,0.25397114600000004,0.0,0.25,False,,5c1cdb060108690001f8fe85,,720990,38,,evan-feature22,full_pf_b,,0
14,7641,39,,,,2,2,0.0,0.0,-1.0,0.0,,0.0-41.0,,0.0,539.805,1.0,0.732341315,0.0,0.72735643,0.0,0.25,0.0,0.25,False,,5c1cdb060108690001f8fe85,,731342,39,,evan-feature22,full_pf_b,,0
15,7642,40,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-42.0,,0.0,719.83,0.0,0.7062287770000001,0.0,0.75,0.0,0.29002151,1.0,0.288256649,False,,5c1cdb060108690001f8fe85,,741861,40,,evan-feature22,full_pf_b,,0
16,7643,41,,,,2,2,1.0,1.0,-1.0,0.0,,0.0-43.0,,-1.0,612.05,1.0,0.7086029209999999,1.0,0.75,1.0,0.274129113,1.0,0.262851608,False,,5c1cdb060108690001f8fe85,,752289,41,,evan-feature22,full_pf_b,,0
17,7644,42,,,,1,1,0.0,0.0,-1.0,0.0,,0.0-44.0,,0.0,1495.02,0.0,0.669189651,0.0,0.727614338,0.0,0.298444036,1.0,0.296944518,False,,5c1cdb060108690001f8fe85,,763578,42,,evan-feature22,full_pf_b,,1
18,7645,43,,,,1,1,1.0,1.0,-1.0,0.0,,0.0-45.0,,-1.0,545.815,1.0,0.6819912929999999,1.0,0.7179434290000001,0.0,0.265003961,0.0,0.28157921199999997,False,,5c1cdb060108690001f8fe85,,773917,43,,evan-feature22,full_pf_b,,0
19,7646,44,,,,1,1,1.0,0.0,0.0,1.0,,0.0-46.0,,0.0,1149.08,1.0,0.665275002,0.0,0.723065271,0.0,0.260414971,1.0,0.30973870000000003,False,,5c1cdb060108690001f8fe85,,784871,44,,evan-feature22,full_pf_b,,0
20,7647,45,,,,2,2,1.0,0.0,-1.0,0.0,,0.0-47.0,,-1.0,1753.495,1.0,0.6660593260000001,1.0,0.728032907,1.0,0.30922817,0.0,0.338778608,False,,5c1cdb060108690001f8fe85,,796434,45,,evan-feature22,full_pf_b,,1
21,7648,46,,,,1,1,1.0,0.0,-1.0,0.0,,0.0-48.0,,-1.0,400.795,1.0,0.702068785,0.0,0.6528750879999999,0.0,0.287329608,0.0,0.35789613200000003,False,,5c1cdb060108690001f8fe85,,806662,46,,evan-feature22,full_pf_b,,1
22,7649,47,,,,2,2,0.0,1.0,-1.0,0.0,,0.0-49.0,,0.0,575.745,1.0,0.651939787,1.0,0.636725589,0.0,0.284834488,1.0,0.358563756,False,,5c1cdb060108690001f8fe85,,817044,47,,evan-feature22,full_pf_b,,1
23,7650,48,,,,2,2,1.0,0.0,0.0,1.0,,0.0-50.0,,0.0,1174.555,1.0,0.67573929,1.0,0.612550049,1.0,0.37130387600000003,0.0,0.383542402,False,,5c1cdb060108690001f8fe85,,828008,48,,evan-feature22,full_pf_b,,0
24,7651,49,,,,1,1,1.0,1.0,0.0,1.0,,0.0-51.0,,1.0,353.255,1.0,0.620753801,1.0,0.60513644,0.0,0.385529434,0.0,0.340361743,False,,5c1cdb060108690001f8fe85,,838178,49,,evan-feature22,full_pf_b,,1
