,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,3382,25,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-27.0,,0.0,2096.895,1.0,0.6,0.0,0.6,0.0,0.4,0.0,0.4,False,,55cf6a7b34e9060005e56ca2,,570679,25,,evan-feature22,full_pf_a,,0
1,3383,26,,,,2,2,0.0,0.0,0.0,-1.0,,0.0-28.0,,0.0,492.84,1.0,0.608053294,1.0,0.63424552,0.0,0.397152172,0.0,0.347069101,False,,55cf6a7b34e9060005e56ca2,,580943,26,,evan-feature22,full_pf_a,,0
2,3384,27,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-29.0,,0.0,629.71,0.0,0.642237155,0.0,0.648566321,1.0,0.389407674,0.0,0.285525717,False,,55cf6a7b34e9060005e56ca2,,591332,27,,evan-feature22,full_pf_a,,0
3,3385,28,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-30.0,,-1.0,1569.075,1.0,0.661086576,1.0,0.630492543,0.0,0.399058924,0.0,0.25,False,,55cf6a7b34e9060005e56ca2,,602678,28,,evan-feature22,full_pf_a,,1
4,3386,29,,,,2,2,1.0,1.0,0.0,-1.0,,0.0-31.0,,-1.0,797.645,1.0,0.631324137,1.0,0.6269842929999999,1.0,0.38734784299999997,1.0,0.25,False,,55cf6a7b34e9060005e56ca2,,613238,29,,evan-feature22,full_pf_a,,1
5,3387,30,,,,1,1,1.0,1.0,0.0,-1.0,,0.0-32.0,,-1.0,1163.79,1.0,0.6381991370000001,1.0,0.68987999,0.0,0.384107265,1.0,0.271332943,False,,55cf6a7b34e9060005e56ca2,,624176,30,,evan-feature22,full_pf_a,,1
6,3388,31,,,,2,2,0.0,1.0,0.0,-1.0,,0.0-33.0,,-1.0,1330.255,1.0,0.66034901,0.0,0.742641349,0.0,0.360225629,1.0,0.25,False,,55cf6a7b34e9060005e56ca2,,635274,31,,evan-feature22,full_pf_a,,1
7,3389,32,,,,1,1,1.0,1.0,1.0,0.0,,0.0-34.0,,1.0,646.665,1.0,0.638612418,1.0,0.75,0.0,0.367273939,0.0,0.25,False,,55cf6a7b34e9060005e56ca2,,645685,32,,evan-feature22,full_pf_a,,1
8,3390,33,,,,2,2,1.0,0.0,0.0,-1.0,,0.0-35.0,,0.0,1134.555,1.0,0.624340629,1.0,0.75,1.0,0.425829545,0.0,0.25,False,,55cf6a7b34e9060005e56ca2,,656602,33,,evan-feature22,full_pf_a,,1
9,3391,34,,,,1,1,1.0,0.0,0.0,-1.0,,0.0-36.0,,0.0,612.19,1.0,0.621999804,0.0,0.75,0.0,0.368609357,0.0,0.25,False,,55cf6a7b34e9060005e56ca2,,666984,34,,evan-feature22,full_pf_a,,1
10,3392,35,,,,1,1,0.0,0.0,1.0,0.0,,0.0-37.0,,0.0,418.04,0.0,0.62666403,0.0,0.75,0.0,0.311151498,1.0,0.25,False,,55cf6a7b34e9060005e56ca2,,677187,35,,evan-feature22,full_pf_a,,0
11,3393,36,,,,2,2,1.0,1.0,1.0,0.0,,0.0-38.0,,1.0,593.08,1.0,0.6819650009999999,1.0,0.75,1.0,0.310763048,1.0,0.25,False,,55cf6a7b34e9060005e56ca2,,687558,36,,evan-feature22,full_pf_a,,1
12,3394,37,,,,1,1,0.0,1.0,0.0,-1.0,,0.0-39.0,,-1.0,397.725,0.0,0.740626951,1.0,0.75,0.0,0.25,1.0,0.25,False,,55cf6a7b34e9060005e56ca2,,697751,37,,evan-feature22,full_pf_a,,1
