,index,Unnamed: 0,Q_name,button_pressed,choice_idxs,chosen_pos,chosen_state,chosen_state_f_1_outcome,chosen_state_f_2_outcome,f_1_reward,f_2_reward,incor_questions,internal_node_id,responses,reward_received,rt,s_1_f_1_outcome,s_1_f_1_prob,s_1_f_2_outcome,s_1_f_2_prob,s_2_f_1_outcome,s_2_f_1_prob,s_2_f_2_outcome,s_2_f_2_prob,safe_first,stimulus,subjectID,success,time_elapsed,trial_index,trial_num,trial_type,version,view_history,switching
0,33239,40,,,,SLOW,SLOW,,,0.0,1.0,,0.0-27.0,,-3.0,,1.0,0.6,1.0,0.6,1.0,0.4,0.0,0.4,True,,5f6c6f566df913000af123a8,,1178453,40,,evan-feature22,full_rf_b,,0
1,33240,41,,,,1,1,1.0,0.0,0.0,1.0,,0.0-28.0,,0.0,2625.865,1.0,0.608053294,0.0,0.63424552,1.0,0.397152172,1.0,0.347069101,True,,5f6c6f566df913000af123a8,,1190849,41,,evan-feature22,full_rf_b,,1
2,33241,42,,,,2,2,0.0,0.0,0.0,1.0,,0.0-29.0,,0.0,3328.305,0.0,0.642237155,0.0,0.648566321,0.0,0.389407674,0.0,0.285525717,True,,5f6c6f566df913000af123a8,,1203939,42,,evan-feature22,full_rf_b,,1
3,33242,43,,,,1,1,0.0,1.0,0.0,1.0,,0.0-30.0,,1.0,1717.57,0.0,0.661086576,1.0,0.630492543,0.0,0.399058924,0.0,0.25,True,,5f6c6f566df913000af123a8,,1215419,43,,evan-feature22,full_rf_b,,1
4,33243,44,,,,1,1,1.0,0.0,0.0,1.0,,0.0-31.0,,0.0,584.335,1.0,0.631324137,0.0,0.6269842929999999,1.0,0.38734784299999997,0.0,0.25,True,,5f6c6f566df913000af123a8,,1225766,44,,evan-feature22,full_rf_b,,0
5,33244,45,,,,2,2,0.0,0.0,0.0,1.0,,0.0-32.0,,0.0,2670.53,1.0,0.6381991370000001,1.0,0.68987999,0.0,0.384107265,0.0,0.271332943,True,,5f6c6f566df913000af123a8,,1238198,45,,evan-feature22,full_rf_b,,1
6,33245,46,,,,1,1,1.0,1.0,0.0,1.0,,0.0-33.0,,1.0,2140.44,1.0,0.66034901,1.0,0.742641349,0.0,0.360225629,0.0,0.25,True,,5f6c6f566df913000af123a8,,1250105,46,,evan-feature22,full_rf_b,,1
7,33246,47,,,,1,1,0.0,0.0,-1.0,0.0,,0.0-34.0,,0.0,3575.6,0.0,0.638612418,0.0,0.75,1.0,0.367273939,0.0,0.25,True,,5f6c6f566df913000af123a8,,1263445,47,,evan-feature22,full_rf_b,,0
8,33247,48,,,,SLOW,SLOW,,,0.0,1.0,,0.0-35.0,,-3.0,,1.0,0.624340629,0.0,0.75,0.0,0.425829545,0.0,0.25,True,,5f6c6f566df913000af123a8,,1269252,48,,evan-feature22,full_rf_b,,1
9,33248,49,,,,1,1,0.0,1.0,0.0,1.0,,0.0-36.0,,1.0,1301.725,0.0,0.621999804,1.0,0.75,1.0,0.368609357,0.0,0.25,True,,5f6c6f566df913000af123a8,,1280322,49,,evan-feature22,full_rf_b,,1
