,i,r,p,g,mbrew,mbpun,mfrew,mfpun,subject,switching
50,1,0,0,1,0,0,0,1,9,1
51,1,0,0,-1,0,0,1,0,9,1
52,1,1,-1,1,1,0,0,-1,9,1
53,1,0,1,-1,0,1,1,0,9,1
54,1,0,0,1,0,0,0,1,9,0
55,1,0,0,-1,0,0,1,0,9,0
56,1,0,1,1,0,0,0,1,9,1
57,1,-1,1,-1,0,1,-1,0,9,1
58,1,1,0,1,1,0,0,-1,9,1
59,1,1,0,-1,0,0,1,0,9,0
60,1,-1,1,1,-1,0,0,1,9,1
61,1,-1,0,-1,0,0,-1,0,9,1
62,1,0,0,1,0,0,0,-1,9,1
63,1,1,0,-1,0,0,1,0,9,1
64,1,1,0,1,1,0,0,-1,9,1
65,1,0,0,-1,0,0,1,0,9,1
66,1,-1,0,1,-1,0,0,1,9,1
67,1,1,-1,-1,0,-1,1,0,9,0
1,1,-1,0,1,-1,0,0,1,10,0
2,1,0,0,-1,0,0,-1,0,10,1
3,1,-1,0,1,-1,0,0,-1,10,0
4,1,-1,0,-1,0,0,-1,0,10,0
5,1,-1,-1,1,-1,0,0,-1,10,0
6,1,0,-1,-1,0,-1,-1,0,10,0
7,1,1,0,1,1,0,0,1,10,1
8,1,0,-1,-1,0,-1,1,0,10,0
9,1,1,0,1,1,0,0,-1,10,0
10,1,-1,0,-1,0,0,-1,0,10,0
11,1,-1,-1,1,-1,0,0,-1,10,0
12,1,1,0,-1,0,0,1,0,10,0
13,1,-1,0,1,-1,0,0,-1,10,1
14,1,0,0,-1,0,0,1,0,10,0
15,1,0,0,1,0,0,0,1,10,1
16,1,0,0,-1,0,0,1,0,10,0
17,1,0,-1,1,0,0,0,-1,10,0
18,1,-1,0,-1,0,0,-1,0,10,1
19,1,1,1,1,1,0,0,1,10,0
20,1,0,1,-1,0,1,1,0,10,1
21,1,1,-1,1,1,0,0,-1,10,0
22,1,0,-1,-1,0,-1,1,0,10,0
23,1,0,0,1,0,0,0,-1,10,0
24,1,0,-1,-1,0,-1,-1,0,10,0
25,1,1,-1,1,1,0,0,-1,10,0
26,1,0,-1,-1,0,-1,-1,0,10,0
27,1,1,1,1,1,0,0,1,10,0
28,1,0,-1,-1,0,-1,-1,0,10,0
29,1,1,-1,1,1,0,0,-1,10,0
30,1,0,-1,-1,0,-1,1,0,10,0
31,1,-1,-1,1,-1,0,0,-1,10,0
32,1,0,0,-1,0,0,1,0,10,0
33,1,1,-1,1,1,0,0,-1,10,0
34,1,1,0,-1,0,0,1,0,10,0
35,1,1,0,1,1,0,0,-1,10,0
36,1,0,-1,-1,0,-1,-1,0,10,0
37,1,0,0,1,0,0,0,1,10,1
38,1,0,-1,-1,0,-1,1,0,10,0
39,1,1,0,1,1,0,0,1,10,0
40,1,0,0,-1,0,0,-1,0,10,1
41,1,-1,0,1,-1,0,0,1,10,1
42,1,1,-1,-1,0,-1,1,0,10,0
43,1,0,-1,1,0,0,0,-1,10,0
44,1,0,0,-1,0,0,1,0,10,0
45,1,0,0,1,0,0,0,1,10,1
46,1,0,0,-1,0,0,1,0,10,0
47,1,0,0,1,0,0,0,-1,10,1
48,1,1,-1,-1,0,-1,1,0,10,1
49,1,1,0,1,1,0,0,1,10,0
50,1,1,0,-1,0,0,1,0,10,0
51,1,0,0,1,0,0,0,1,10,0
52,1,1,0,-1,0,0,1,0,10,0
53,1,0,-1,1,0,0,0,-1,10,0
54,1,-1,1,-1,0,1,-1,0,10,0
55,1,0,0,1,0,0,0,1,10,0
56,1,0,-1,-1,0,-1,-1,0,10,0
57,1,0,0,1,0,0,0,-1,10,1
58,1,0,0,-1,0,0,1,0,10,0
59,1,1,0,1,1,0,0,-1,10,1
60,1,0,0,-1,0,0,1,0,10,0
61,1,1,1,1,1,0,0,1,10,0
62,1,0,0,-1,0,0,1,0,10,0
63,1,1,0,1,1,0,0,1,10,1
64,1,0,0,0,0,0,0,0,10,0
65,1,0,0,0,0,0,0,0,10,0
66,1,0,0,0,0,0,0,0,10,0
67,1,0,0,0,0,0,0,0,10,0
1,1,-1,0,-1,0,0,-1,0,11,0
2,1,-1,0,1,-1,0,0,1,11,0
3,1,1,0,-1,0,0,1,0,11,0
4,1,1,0,1,1,0,0,-1,11,1
5,1,-1,-1,-1,0,-1,-1,0,11,0
6,1,0,0,1,0,0,0,-1,11,1
7,1,1,0,-1,0,0,1,0,11,0
8,1,-1,-1,1,-1,0,0,-1,11,1
9,1,-1,0,-1,0,0,-1,0,11,0
10,1,0,0,1,0,0,0,-1,11,0
11,1,-1,1,-1,0,1,-1,0,11,1
12,1,0,0,1,0,0,0,-1,11,0
13,1,0,-1,-1,0,-1,1,0,11,0
14,1,1,-1,1,1,0,0,-1,11,0
15,1,0,0,-1,0,0,-1,0,11,0
16,1,1,-1,1,1,0,0,-1,11,0
17,1,-1,1,-1,0,1,-1,0,11,1
18,1,1,0,1,1,0,0,-1,11,1
19,1,0,0,-1,0,0,-1,0,11,0
20,1,-1,0,1,-1,0,0,-1,11,0
21,1,-1,0,-1,0,0,-1,0,11,0
22,1,0,1,1,0,0,0,1,11,0
23,1,1,0,-1,0,0,1,0,11,1
24,1,1,-1,1,1,0,0,-1,11,0
25,1,0,0,-1,0,0,1,0,11,1
26,1,0,-1,1,0,0,0,-1,11,1
27,1,0,0,-1,0,0,1,0,11,0
28,1,1,0,1,1,0,0,1,11,1
29,1,1,1,-1,0,1,1,0,11,0
30,1,0,0,1,0,0,0,-1,11,1
31,1,-1,0,-1,0,0,-1,0,11,1
32,1,0,0,1,0,0,0,-1,11,1
33,1,-1,1,-1,0,1,-1,0,11,1
34,1,0,0,1,0,0,0,1,11,0
35,1,0,0,-1,0,0,-1,0,11,1
36,1,-1,1,1,-1,0,0,1,11,1
37,1,0,-1,-1,0,-1,1,0,11,0
38,1,0,1,1,0,0,0,1,11,0
39,1,-1,1,-1,0,1,-1,0,11,0
40,1,0,0,1,0,0,0,-1,11,1
41,1,1,-1,-1,0,-1,1,0,11,0
42,1,-1,1,1,-1,0,0,1,11,0
43,1,-1,1,-1,0,1,-1,0,11,0
44,1,0,0,1,0,0,0,1,11,1
45,1,-1,1,-1,0,1,-1,0,11,1
46,1,0,-1,1,0,0,0,-1,11,1
47,1,-1,0,-1,0,0,-1,0,11,0
48,1,1,0,1,1,0,0,-1,11,0
49,1,0,0,-1,0,0,1,0,11,1
50,1,-1,-1,1,-1,0,0,-1,11,1
51,1,1,-1,-1,0,-1,1,0,11,1
52,1,0,1,1,0,0,0,1,11,1
53,1,0,0,-1,0,0,1,0,11,1
54,1,0,0,1,0,0,0,1,11,1
55,1,0,-1,-1,0,-1,-1,0,11,1
56,1,-1,0,1,-1,0,0,1,11,1
57,1,-1,-1,-1,0,-1,-1,0,11,1
58,1,-1,1,1,-1,0,0,1,11,1
59,1,1,1,-1,0,1,1,0,11,0
60,1,0,0,1,0,0,0,1,11,0
61,1,0,-1,-1,0,-1,1,0,11,0
62,1,1,0,1,1,0,0,1,11,0
63,1,-1,0,-1,0,0,-1,0,11,0
64,1,1,1,1,1,0,0,1,11,1
65,1,-1,-1,-1,0,-1,-1,0,11,1
66,1,-1,0,1,-1,0,0,1,11,0
67,1,0,-1,-1,0,-1,-1,0,11,1
1,1,1,1,1,1,0,0,1,12,1
2,1,-1,-1,-1,0,-1,-1,0,12,0
3,1,0,-1,1,0,0,0,-1,12,0
4,1,1,0,-1,0,0,1,0,12,1
5,1,0,0,1,0,0,0,-1,12,0
6,1,-1,0,-1,0,0,-1,0,12,1
7,1,0,-1,1,0,0,0,-1,12,0
8,1,-1,-1,-1,0,-1,-1,0,12,0
9,1,0,0,1,0,0,0,-1,12,1
10,1,1,1,-1,0,1,1,0,12,1
11,1,0,0,1,0,0,0,-1,12,1
12,1,0,1,-1,0,1,-1,0,12,1
13,1,-1,-1,1,-1,0,0,-1,12,1
14,1,0,0,-1,0,0,-1,0,12,1
15,1,0,0,1,0,0,0,-1,12,1
16,1,0,-1,-1,0,-1,-1,0,12,1
17,1,0,1,1,0,0,0,1,12,1
18,1,0,1,-1,0,1,-1,0,12,1
19,1,1,-1,1,1,0,0,-1,12,0
20,1,0,-1,-1,0,-1,-1,0,12,1
21,1,-1,1,1,-1,0,0,1,12,1
22,1,1,0,-1,0,0,1,0,12,1
23,1,-1,1,1,-1,0,0,1,12,0
24,1,0,0,-1,0,0,1,0,12,1
25,1,0,-1,1,0,0,0,-1,12,1
26,1,-1,1,-1,0,1,-1,0,12,1
27,1,1,-1,1,1,0,0,-1,12,0
28,1,0,0,-1,0,0,-1,0,12,0
29,1,1,1,1,1,0,0,1,12,1
30,1,1,0,-1,0,0,1,0,12,1
31,1,1,0,1,1,0,0,1,12,1
32,1,0,0,-1,0,0,-1,0,12,1
33,1,0,-1,1,0,0,0,-1,12,1
34,1,-1,0,-1,0,0,-1,0,12,0
35,1,0,-1,1,0,0,0,-1,12,1
36,1,1,-1,-1,0,-1,1,0,12,1
37,1,0,1,1,0,0,0,1,12,1
38,1,1,0,-1,0,0,1,0,12,1
39,1,0,0,1,0,0,0,1,12,1
40,1,-1,0,-1,0,0,-1,0,12,1
41,1,0,0,1,0,0,0,-1,12,1
42,1,1,0,-1,0,0,1,0,12,0
43,1,0,-1,1,0,0,0,-1,12,0
44,1,-1,-1,-1,0,-1,-1,0,12,0
45,1,-1,1,1,-1,0,0,1,12,1
46,1,-1,0,-1,0,0,-1,0,12,1
47,1,-1,-1,1,-1,0,0,-1,12,1
48,1,1,0,-1,0,0,1,0,12,1
49,1,-1,0,1,-1,0,0,1,12,1
50,1,1,1,-1,0,1,1,0,12,1
51,1,0,0,1,0,0,0,-1,12,1
52,1,1,1,-1,0,1,1,0,12,1
53,1,1,0,1,1,0,0,1,12,1
54,1,-1,1,-1,0,1,-1,0,12,1
55,1,-1,0,1,-1,0,0,1,12,1
56,1,1,0,-1,0,0,1,0,12,0
57,1,0,1,1,0,0,0,1,12,1
58,1,0,0,-1,0,0,1,0,12,0
59,1,0,0,1,0,0,0,1,12,1
60,1,1,1,-1,0,1,1,0,12,1
61,1,-1,-1,1,-1,0,0,-1,12,1
62,1,0,0,-1,0,0,-1,0,12,1
63,1,0,-1,1,0,0,0,-1,12,1
64,1,0,0,-1,0,0,-1,0,12,0
65,1,0,-1,1,0,0,0,-1,12,1
66,1,-1,0,-1,0,0,-1,0,12,1
67,1,-1,-1,1,-1,0,0,-1,12,1
1,1,-1,0,-1,0,0,-1,0,13,1
2,1,0,1,1,0,0,0,1,13,0
3,1,0,1,-1,0,1,-1,0,13,0
4,1,-1,-1,1,-1,0,0,-1,13,1
5,1,1,1,-1,0,1,1,0,13,0
6,1,0,1,1,0,0,0,1,13,0
7,1,1,-1,-1,0,-1,1,0,13,1
8,1,0,-1,1,0,0,0,-1,13,1
9,1,0,-1,-1,0,-1,-1,0,13,0
10,1,0,-1,1,0,0,0,-1,13,1
11,1,0,0,-1,0,0,-1,0,13,0
12,1,0,0,1,0,0,0,-1,13,1
13,1,0,1,-1,0,1,1,0,13,1
14,1,0,-1,1,0,0,0,-1,13,1
15,1,1,0,-1,0,0,1,0,13,1
16,1,-1,0,1,-1,0,0,-1,13,1
17,1,0,0,-1,0,0,1,0,13,1
18,1,0,-1,1,0,0,0,-1,13,1
19,1,1,0,-1,0,0,1,0,13,1
20,1,0,0,1,0,0,0,-1,13,1
21,1,0,0,-1,0,0,1,0,13,1
22,1,-1,1,1,-1,0,0,1,13,1
23,1,0,1,-1,0,1,-1,0,13,1
24,1,-1,-1,1,-1,0,0,-1,13,0
25,1,1,0,-1,0,0,1,0,13,1
26,1,1,1,1,1,0,0,1,13,1
27,1,1,0,-1,0,0,1,0,13,0
28,1,1,1,1,1,0,0,1,13,0
29,1,0,-1,-1,0,-1,1,0,13,1
30,1,1,-1,1,1,0,0,-1,13,0
31,1,-1,-1,-1,0,-1,-1,0,13,0
32,1,0,0,1,0,0,0,1,13,0
33,1,-1,-1,-1,0,-1,-1,0,13,0
34,1,0,0,1,0,0,0,-1,13,0
35,1,0,1,-1,0,1,-1,0,13,1
36,1,1,0,1,1,0,0,1,13,1
37,1,-1,1,-1,0,1,-1,0,13,0
38,1,1,0,1,1,0,0,-1,13,0
39,1,-1,0,-1,0,0,-1,0,13,1
40,1,0,0,1,0,0,0,1,13,0
41,1,1,0,-1,0,0,1,0,13,0
42,1,1,-1,1,1,0,0,-1,13,0
43,1,0,-1,-1,0,-1,1,0,13,0
44,1,0,-1,1,0,0,0,-1,13,0
45,1,1,0,-1,0,0,1,0,13,0
46,1,1,-1,1,1,0,0,-1,13,0
47,1,0,1,-1,0,1,1,0,13,0
48,1,0,0,1,0,0,0,1,13,0
49,1,0,1,-1,0,1,1,0,13,0
50,1,0,-1,1,0,0,0,-1,13,1
51,1,-1,1,-1,0,1,-1,0,13,0
52,1,0,0,1,0,0,0,1,13,0
53,1,1,0,-1,0,0,1,0,13,1
54,1,0,0,1,0,0,0,1,13,1
55,1,1,-1,-1,0,-1,1,0,13,1
56,1,-1,-1,1,-1,0,0,-1,13,1
57,1,1,0,-1,0,0,1,0,13,1
58,1,0,0,1,0,0,0,1,13,1
59,1,1,1,-1,0,1,1,0,13,1
60,1,0,-1,1,0,0,0,-1,13,1
61,1,1,1,-1,0,1,1,0,13,1
62,1,0,-1,1,0,0,0,-1,13,1
63,1,0,1,-1,0,1,1,0,13,1
64,1,-1,0,1,-1,0,0,-1,13,1
65,1,0,-1,-1,0,-1,1,0,13,1
66,1,0,0,1,0,0,0,1,13,1
67,1,1,0,-1,0,0,1,0,13,1
1,1,0,0,-1,0,0,-1,0,14,0
2,1,-1,0,1,-1,0,0,1,14,1
3,1,1,1,-1,0,1,1,0,14,1
4,1,-1,1,1,-1,0,0,1,14,1
5,1,1,1,-1,0,1,1,0,14,0
6,1,1,1,1,1,0,0,1,14,0
7,1,0,-1,-1,0,-1,1,0,14,1
8,1,0,-1,1,0,0,0,-1,14,1
9,1,0,0,-1,0,0,1,0,14,0
10,1,1,1,1,1,0,0,1,14,0
11,1,0,-1,-1,0,-1,-1,0,14,0
12,1,1,-1,1,1,0,0,-1,14,0
13,1,1,0,-1,0,0,1,0,14,0
14,1,-1,0,1,-1,0,0,1,14,0
15,1,0,-1,-1,0,-1,1,0,14,0
16,1,0,1,1,0,0,0,1,14,0
17,1,-1,-1,-1,0,-1,-1,0,14,1
18,1,1,0,1,1,0,0,-1,14,0
19,1,-1,0,-1,0,0,-1,0,14,0
20,1,1,0,1,1,0,0,1,14,1
21,1,-1,1,-1,0,1,-1,0,14,0
22,1,-1,0,1,-1,0,0,1,14,1
23,1,0,1,-1,0,1,1,0,14,1
24,1,0,1,1,0,0,0,1,14,0
25,1,0,0,-1,0,0,1,0,14,0
26,1,0,1,1,0,0,0,1,14,0
27,1,1,0,-1,0,0,1,0,14,1
28,1,0,1,1,0,0,0,1,14,1
29,1,1,-1,-1,0,-1,1,0,14,0
30,1,0,-1,1,0,0,0,-1,14,0
31,1,1,1,-1,0,1,1,0,14,1
32,1,0,1,1,0,0,0,1,14,1
33,1,1,0,-1,0,0,1,0,14,0
34,1,0,0,1,0,0,0,-1,14,0
35,1,0,0,-1,0,0,1,0,14,0
36,1,0,-1,1,0,0,0,-1,14,0
37,1,0,1,-1,0,1,-1,0,14,0
38,1,0,0,1,0,0,0,-1,14,0
39,1,-1,0,-1,0,0,-1,0,14,0
40,1,-1,-1,1,-1,0,0,-1,14,0
41,1,1,0,-1,0,0,1,0,14,0
42,1,-1,1,1,-1,0,0,1,14,1
43,1,-1,0,-1,0,0,-1,0,14,1
44,1,1,0,1,1,0,0,1,14,0
45,1,0,1,-1,0,1,1,0,14,0
46,1,-1,0,1,-1,0,0,-1,14,0
47,1,1,0,-1,0,0,1,0,14,1
48,1,0,-1,1,0,0,0,-1,14,0
49,1,0,0,-1,0,0,-1,0,14,1
50,1,0,0,1,0,0,0,-1,14,0
51,1,1,1,-1,0,1,1,0,14,1
52,1,-1,0,1,-1,0,0,1,14,1
53,1,0,-1,-1,0,-1,1,0,14,0
54,1,-1,0,1,-1,0,0,1,14,0
55,1,0,1,-1,0,1,1,0,14,0
56,1,-1,0,1,-1,0,0,1,14,0
57,1,1,-1,-1,0,-1,1,0,14,1
58,1,1,0,1,1,0,0,1,14,0
59,1,-1,1,-1,0,1,-1,0,14,1
60,1,0,-1,1,0,0,0,-1,14,1
61,1,1,0,-1,0,0,1,0,14,1
62,1,0,1,1,0,0,0,1,14,1
63,1,0,0,-1,0,0,1,0,14,1
64,1,-1,0,1,-1,0,0,1,14,0
65,1,-1,-1,-1,0,-1,-1,0,14,0
66,1,0,1,1,0,0,0,1,14,1
67,1,0,1,-1,0,1,1,0,14,1
1,1,-1,-1,1,-1,0,0,-1,15,1
2,1,1,0,-1,0,0,1,0,15,0
3,1,0,1,1,0,0,0,1,15,1
4,1,-1,0,-1,0,0,-1,0,15,1
5,1,0,0,1,0,0,0,-1,15,0
6,1,1,1,-1,0,1,1,0,15,0
7,1,1,-1,1,1,0,0,-1,15,0
8,1,-1,-1,-1,0,-1,-1,0,15,0
9,1,-1,0,1,-1,0,0,1,15,0
10,1,1,1,-1,0,1,1,0,15,1
11,1,-1,0,1,-1,0,0,-1,15,0
12,1,-1,-1,-1,0,-1,-1,0,15,0
13,1,0,0,1,0,0,0,-1,15,0
14,1,-1,1,-1,0,1,-1,0,15,0
15,1,-1,-1,1,-1,0,0,-1,15,1
16,1,-1,0,-1,0,0,-1,0,15,0
17,1,1,0,1,1,0,0,-1,15,0
18,1,1,0,-1,0,0,1,0,15,1
19,1,1,-1,1,1,0,0,-1,15,1
20,1,1,1,-1,0,1,1,0,15,0
21,1,0,0,1,0,0,0,-1,15,1
22,1,-1,0,-1,0,0,-1,0,15,1
23,1,0,1,1,0,0,0,1,15,1
24,1,1,-1,-1,0,-1,1,0,15,1
25,1,0,0,1,0,0,0,-1,15,1
26,1,0,-1,-1,0,-1,-1,0,15,1
27,1,0,0,1,0,0,0,1,15,1
28,1,0,1,-1,0,1,-1,0,15,1
29,1,0,1,1,0,0,0,1,15,1
30,1,1,-1,-1,0,-1,1,0,15,1
31,1,0,0,1,0,0,0,1,15,1
32,1,0,0,-1,0,0,-1,0,15,1
33,1,1,0,1,1,0,0,1,15,1
34,1,1,-1,-1,0,-1,1,0,15,0
35,1,0,0,1,0,0,0,1,15,0
36,1,0,-1,-1,0,-1,-1,0,15,0
37,1,0,0,1,0,0,0,1,15,0
38,1,1,1,-1,0,1,1,0,15,0
39,1,1,-1,1,1,0,0,-1,15,0
40,1,1,-1,-1,0,-1,1,0,15,0
41,1,-1,0,1,-1,0,0,1,15,0
42,1,1,1,-1,0,1,1,0,15,0
43,1,1,-1,1,1,0,0,-1,15,0
44,1,1,0,-1,0,0,1,0,15,0
45,1,1,0,1,1,0,0,1,15,0
46,1,0,0,-1,0,0,1,0,15,0
47,1,1,0,1,1,0,0,1,15,0
48,1,1,0,-1,0,0,1,0,15,0
49,1,0,1,1,0,0,0,1,15,0
50,1,1,-1,-1,0,-1,1,0,15,0
51,1,0,-1,1,0,0,0,-1,15,1
52,1,1,0,-1,0,0,1,0,15,1
53,1,0,0,1,0,0,0,1,15,1
54,1,-1,0,-1,0,0,-1,0,15,1
55,1,1,1,1,1,0,0,1,15,0
56,1,1,1,-1,0,1,1,0,15,0
57,1,0,0,1,0,0,0,1,15,0
58,1,0,0,-1,0,0,1,0,15,0
59,1,1,0,1,1,0,0,-1,15,0
60,1,-1,1,-1,0,1,-1,0,15,1
61,1,-1,-1,1,-1,0,0,-1,15,1
62,1,1,1,-1,0,1,1,0,15,0
63,1,1,0,1,1,0,0,-1,15,0
64,1,0,0,-1,0,0,1,0,15,0
65,1,0,0,1,0,0,0,1,15,0
66,1,1,1,-1,0,1,1,0,15,0
67,1,0,-1,1,0,0,0,-1,15,0
1,1,-1,0,-1,0,0,-1,0,16,0
2,1,0,1,1,0,0,0,1,16,0
3,1,1,1,-1,0,1,1,0,16,0
4,1,1,0,1,1,0,0,1,16,0
5,1,1,0,-1,0,0,1,0,16,0
6,1,-1,0,1,-1,0,0,-1,16,0
7,1,1,-1,-1,0,-1,1,0,16,0
8,1,0,1,1,0,0,0,1,16,0
9,1,1,0,-1,0,0,1,0,16,0
10,1,-1,0,1,-1,0,0,1,16,0
11,1,1,0,-1,0,0,1,0,16,0
12,1,1,1,1,1,0,0,1,16,0
13,1,1,0,-1,0,0,1,0,16,0
14,1,1,-1,1,1,0,0,-1,16,0
15,1,0,1,-1,0,1,-1,0,16,0
16,1,0,-1,1,0,0,0,-1,16,0
17,1,0,-1,-1,0,-1,1,0,16,0
18,1,0,0,1,0,0,0,-1,16,0
19,1,1,1,-1,0,1,1,0,16,0
20,1,1,-1,1,1,0,0,-1,16,0
21,1,-1,-1,-1,0,-1,-1,0,16,0
22,1,0,1,1,0,0,0,1,16,0
23,1,0,1,-1,0,1,1,0,16,0
24,1,0,-1,1,0,0,0,-1,16,0
25,1,0,-1,-1,0,-1,-1,0,16,0
26,1,-1,-1,1,-1,0,0,-1,16,0
27,1,-1,-1,-1,0,-1,-1,0,16,0
28,1,-1,-1,1,-1,0,0,-1,16,0
29,1,1,-1,-1,0,-1,1,0,16,0
30,1,1,-1,1,1,0,0,-1,16,0
31,1,0,-1,-1,0,-1,1,0,16,0
32,1,0,-1,1,0,0,0,-1,16,0
33,1,1,-1,-1,0,-1,1,0,16,0
34,1,1,-1,1,1,0,0,-1,16,0
35,1,1,1,-1,0,1,1,0,16,0
36,1,0,-1,1,0,0,0,-1,16,0
37,1,1,1,-1,0,1,1,0,16,0
38,1,0,0,1,0,0,0,-1,16,0
39,1,0,0,-1,0,0,-1,0,16,0
40,1,0,-1,1,0,0,0,-1,16,0
41,1,1,0,-1,0,0,1,0,16,0
42,1,0,1,1,0,0,0,1,16,1
43,1,1,0,-1,0,0,1,0,16,0
44,1,0,0,1,0,0,0,1,16,0
45,1,0,-1,-1,0,-1,1,0,16,0
46,1,0,0,1,0,0,0,-1,16,0
47,1,0,-1,-1,0,-1,-1,0,16,0
48,1,-1,0,1,-1,0,0,-1,16,1
49,1,0,-1,-1,0,-1,1,0,16,0
50,1,1,1,1,1,0,0,1,16,0
51,1,1,1,-1,0,1,1,0,16,0
52,1,1,1,1,1,0,0,1,16,0
53,1,0,0,-1,0,0,1,0,16,1
54,1,-1,0,1,-1,0,0,1,16,1
55,1,0,1,-1,0,1,-1,0,16,0
56,1,0,1,1,0,0,0,1,16,0
57,1,0,1,-1,0,1,-1,0,16,0
58,1,0,-1,1,0,0,0,-1,16,1
59,1,0,0,-1,0,0,1,0,16,0
60,1,1,0,1,1,0,0,1,16,0
61,1,0,1,-1,0,1,1,0,16,0
62,1,0,0,1,0,0,0,1,16,0
63,1,-1,1,-1,0,1,-1,0,16,0
64,1,1,0,1,1,0,0,-1,16,0
65,1,0,1,-1,0,1,1,0,16,0
66,1,0,-1,1,0,0,0,-1,16,1
67,1,0,0,-1,0,0,-1,0,16,0
1,1,1,0,-1,0,0,1,0,17,0
2,1,1,1,1,1,0,0,1,17,1
3,1,0,-1,-1,0,-1,1,0,17,1
4,1,-1,-1,1,-1,0,0,-1,17,1
5,1,1,0,-1,0,0,1,0,17,0
6,1,0,0,1,0,0,0,-1,17,1
7,1,1,0,-1,0,0,1,0,17,1
8,1,1,-1,1,1,0,0,-1,17,1
9,1,0,0,-1,0,0,1,0,17,0
10,1,0,0,1,0,0,0,1,17,0
11,1,0,0,-1,0,0,-1,0,17,1
12,1,0,0,1,0,0,0,-1,17,1
13,1,-1,-1,-1,0,-1,-1,0,17,1
14,1,1,1,1,1,0,0,1,17,0
15,1,0,0,-1,0,0,1,0,17,1
16,1,0,0,1,0,0,0,1,17,0
17,1,0,-1,-1,0,-1,-1,0,17,1
18,1,-1,0,1,-1,0,0,1,17,1
19,1,0,0,-1,0,0,1,0,17,1
20,1,0,0,1,0,0,0,-1,17,0
21,1,-1,-1,-1,0,-1,-1,0,17,0
22,1,0,1,1,0,0,0,1,17,1
23,1,1,-1,-1,0,-1,1,0,17,1
24,1,1,1,1,1,0,0,1,17,1
25,1,0,0,-1,0,0,-1,0,17,1
26,1,0,-1,1,0,0,0,-1,17,0
27,1,0,-1,-1,0,-1,-1,0,17,0
28,1,1,-1,1,1,0,0,-1,17,1
29,1,0,-1,-1,0,-1,1,0,17,1
30,1,0,-1,1,0,0,0,-1,17,1
31,1,0,1,-1,0,1,-1,0,17,1
32,1,0,-1,1,0,0,0,-1,17,1
33,1,-1,0,-1,0,0,-1,0,17,0
34,1,1,-1,1,1,0,0,-1,17,1
35,1,0,0,-1,0,0,1,0,17,0
36,1,1,-1,1,1,0,0,-1,17,1
37,1,0,0,-1,0,0,-1,0,17,0
38,1,-1,-1,1,-1,0,0,-1,17,1
39,1,-1,-1,-1,0,-1,-1,0,17,1
40,1,-1,-1,1,-1,0,0,-1,17,1
41,1,1,-1,-1,0,-1,1,0,17,1
42,1,1,-1,1,1,0,0,-1,17,1
43,1,0,1,-1,0,1,-1,0,17,0
44,1,1,1,1,1,0,0,1,17,1
45,1,0,-1,-1,0,-1,1,0,17,1
46,1,0,0,1,0,0,0,1,17,1
47,1,1,0,-1,0,0,1,0,17,1
48,1,0,0,1,0,0,0,1,17,0
49,1,0,0,-1,0,0,1,0,17,1
50,1,-1,-1,1,-1,0,0,-1,17,1
51,1,0,1,-1,0,1,-1,0,17,0
52,1,0,-1,1,0,0,0,-1,17,0
53,1,-1,1,-1,0,1,-1,0,17,1
54,1,-1,1,1,-1,0,0,1,17,1
55,1,0,0,-1,0,0,1,0,17,1
56,1,0,0,1,0,0,0,1,17,0
57,1,-1,1,-1,0,1,-1,0,17,0
58,1,0,1,1,0,0,0,1,17,0
59,1,1,0,-1,0,0,1,0,17,1
60,1,1,-1,1,1,0,0,-1,17,1
61,1,0,0,-1,0,0,1,0,17,1
62,1,0,0,1,0,0,0,-1,17,0
63,1,1,1,-1,0,1,1,0,17,1
64,1,0,-1,1,0,0,0,-1,17,1
65,1,1,-1,-1,0,-1,1,0,17,1
66,1,0,-1,1,0,0,0,-1,17,0
67,1,1,1,-1,0,1,1,0,17,1
1,1,1,-1,1,1,0,0,-1,18,1
2,1,1,0,-1,0,0,1,0,18,0
3,1,0,0,1,0,0,0,1,18,0
4,1,1,0,-1,0,0,1,0,18,1
5,1,0,1,1,0,0,0,1,18,0
6,1,0,0,-1,0,0,-1,0,18,0
7,1,-1,1,1,-1,0,0,1,18,1
8,1,1,1,-1,0,1,1,0,18,0
9,1,-1,-1,1,-1,0,0,-1,18,1
10,1,1,0,-1,0,0,1,0,18,0
11,1,0,0,1,0,0,0,-1,18,0
12,1,1,1,-1,0,1,1,0,18,0
13,1,0,0,1,0,0,0,-1,18,1
14,1,0,-1,-1,0,-1,-1,0,18,1
15,1,0,0,1,0,0,0,-1,18,0
16,1,-1,0,-1,0,0,-1,0,18,0
17,1,1,0,1,1,0,0,1,18,0
18,1,0,0,-1,0,0,1,0,18,0
19,1,0,0,1,0,0,0,1,18,0
20,1,-1,0,-1,0,0,-1,0,18,0
21,1,1,0,1,1,0,0,1,18,0
22,1,0,-1,-1,0,-1,-1,0,18,1
23,1,-1,0,1,-1,0,0,1,18,1
24,1,1,-1,-1,0,-1,1,0,18,1
25,1,0,1,1,0,0,0,1,18,1
26,1,-1,-1,-1,0,-1,-1,0,18,0
27,1,0,-1,1,0,0,0,-1,18,0
28,1,1,0,-1,0,0,1,0,18,0
29,1,1,0,1,1,0,0,1,18,0
30,1,0,-1,-1,0,-1,-1,0,18,0
31,1,1,0,1,1,0,0,1,18,0
32,1,-1,0,-1,0,0,-1,0,18,0
33,1,1,0,1,1,0,0,-1,18,0
34,1,1,-1,-1,0,-1,1,0,18,0
